Date,Year,Month,CD_UF,area_km2,NDVI_d,dewpoint_temperature_2m_d,humidity_d,max_temperature_2m_d,min_temperature_2m_d,surface_pressure_d,temperature_2m_d,total_precipitation_d,u_component_of_wind_10m_d,v_component_of_wind_10m_d,max_elevation_d,mean_elevation_d,min_elevation_d,stdDev_elevation_d,variance_elevation_d,Pop0_19_Urban_UF,PopTotal_Urban_UF,Pop0_19_Rural_UF,PopTotal_Rural_UF,Pop0_19_UF,PopTotal_UF,cases_total,cases0_19,cases20_99,Forest_Cover_Percent,Urban_Cover_Percent,ivs,ivs_infraestrutura_urbana,ivs_capital_humano,ivs_renda_e_trabalho,t_sem_agua_esgoto,t_sem_lixo,t_vulner_mais1h,t_analf_15m,t_cdom_fundin,t_p15a24_nada,t_vulner,t_desocup18m,t_p18m_fundin_informal,idhm,idhm_long,idhm_educ,idhm_renda,idhm_educ_sub_esc,t_pop18m_fundc,idhm_educ_sub_freq,renda_per_capita,pea10a14,pea15a17,pea18m,t_eletrica,t_densidadem2,rdpc_def_vulner,t_analf_18m,t_formal_18m,t_fundc_ocup18m,t_medioc_ocup18m
2003-06-01,2003,6,27,27830.656,0.26410195420896515,292.9555102555944,78.89694164231234,301.79525501342226,292.62674507324357,99636.23282048453,296.8580535910347,1.366293345139801,-1.7130995241997151,1.7418743899209173,379.97747696358334,158.17474779471758,58.377811974642476,49.41467348413754,3063.145548987723,861779,2297860,361574,822634,1223353,3120494,1334,314,1020,91.24444279011723,0.8078206838770449,0.461,0.324,0.563,0.495,13.07,3.84,9.05,24.33,49.55,21.65,59.76,10.53,51.13,0.631,0.755,0.52,0.641,0.406,40.57,0.589,432.56,30470,47855,1182876,98.98,35.04,124.47,26.09,45.09,47.95,33.63
2003-06-01,2003,6,28,21938.184,0.26210451627831427,293.34325522688846,79.33194555270829,301.3687191358645,293.3145136805733,100471.55967733533,297.1557321104623,0.9679979280267761,-2.046842336369526,2.0577808801955215,261.98370903140545,95.27876001476845,22.97520329861892,35.10880972842931,1920.4289521998585,531495,1520366,226772,547651,758267,2068017,559,122,437,92.93673089248483,0.9925772834564399,0.393,0.28,0.467,0.431,11.02,2.86,8.06,18.4,42.28,16.39,52.13,10.14,45.5,0.665,0.781,0.56,0.672,0.469,46.89,0.612,523.53,15587,30652,884906,99.18,29.14,133.51,19.72,46.69,52.57,37.92
2003-06-01,2003,6,29,564760.4269999996,0.25930164914159354,290.9374434758516,74.69278486534111,300.8656904238563,290.44029362969917,98070.21673417313,295.83592395472954,0.7954157970213841,-1.8375749253461424,1.7393749265584464,611.2522851333954,316.16689226287735,177.13816444228135,70.67178731313653,7455.623889192866,3393723,10102476,1523652,3914430,4917375,14016906,1783,440,1343,95.58099299391624,0.2601847872995635,0.403,0.276,0.455,0.478,9.35,4.65,7.95,16.58,40.68,17.67,52.71,10.62,47.15,0.66,0.783,0.555,0.663,0.461,46.07,0.609,496.73,136029,235457,6209932,96.45,27.91,129.67,17.73,42.91,52.7,37.81
2003-06-01,2003,6,31,586513.9929999999,0.48364208808183984,284.9630434545381,61.275148709966494,300.4520439712522,284.1402086920052,92884.27456900266,292.6751914362053,0.015371526297041983,-0.8886549833423832,-0.06849051160040029,1219.0634021063074,790.4408364699843,579.6918517981786,109.58219854298547,14681.45476727509,5124650,16715216,988646,2882114,6113296,19597330,440,106,334,96.80712855082601,0.8935634401430369,0.282,0.228,0.323,0.295,1.84,2.15,8.97,8.31,30.52,9.73,28.85,6.33,36.12,0.731,0.838,0.638,0.73,0.514,51.43,0.71,749.69,118305,337757,9517313,99.35,18.91,159.36,8.83,62.01,58.71,41.34
2003-06-01,2003,6,32,46074.44699999999,0.4641337130733811,290.11307115732524,74.8008150481147,301.8003384576597,288.3454425770636,99363.40867791564,294.79634595454223,0.06745501906628261,-0.20321973832016463,-0.2608196551301315,848.862035100337,199.00172275758297,39.01488868126791,122.19618721393475,22256.51521616545,918979,2931472,194192,583480,1113171,3514952,745,171,574,95.85169339238743,1.708860502017973,0.274,0.217,0.319,0.285,0.99,2.07,8.76,8.12,28.87,9.4,26.82,6.75,33.44,0.74,0.835,0.653,0.743,0.552,55.23,0.711,815.43,23183,62171,1747518,99.83,20.59,162.91,8.62,61.16,61.43,44.46
2003-06-01,2003,6,33,43750.426,0.4144700407253451,290.5299032832038,79.45175039678972,302.80640102638046,288.1601510976378,99276.57128643738,294.22734564134555,1.066767044259557,-0.076640125436686,-0.21815663144371858,1033.459321864406,179.95551125876483,-30.44846859545155,154.2975919453599,33212.34572211406,4481885,15464239,174030,525690,4655915,15989929,142,31,111,98.91193759918569,6.788112853219186,0.323,0.427,0.292,0.251,1.67,2.41,21.81,4.27,22.38,8.53,22.26,8.36,26.2,0.761,0.835,0.675,0.782,0.647,64.65,0.689,1039.3,52592,147268,7652683,99.92,30.33,168.38,4.47,66.94,70.93,52.53
2003-06-01,2003,6,35,248219.48100000023,0.4147894170711397,286.86660325297396,71.3334025365619,300.43961247200195,284.3672374891645,94213.5428198015,292.25828204789354,0.12793912268287794,-0.3201452812725352,-0.031997411657407764,1028.7807143288703,680.7678145890135,380.73395164906265,73.734072973831,9556.338064550037,11630147,39585251,534679,1676948,12164826,41262199,387,73,314,96.80683672775402,4.022964089757919,0.297,0.407,0.263,0.222,0.6,0.38,20.51,4.32,18.55,6.13,16.13,7.05,25.93,0.783,0.845,0.719,0.789,0.629,62.91,0.768,1084.46,166467,636032,20921411,99.91,28.66,173.37,4.53,71.44,70.76,52.58
2003-06-01,2003,6,41,199298.982,0.4106128482763441,287.1664673956671,80.56537081866695,298.52942065001065,282.90189076621203,94050.49460083437,290.5659809169362,0.9884031378290192,-0.36974344015617117,-0.5583787307237731,913.4890923724064,678.9164200668515,489.2922506009368,71.30001692742265,7015.011587010389,2801335,8912692,518796,1531834,3320131,10444526,36,15,21,97.94975485204147,1.767005148907808,0.252,0.217,0.298,0.241,0.97,0.82,9.13,6.28,25.51,6.35,19.7,4.52,31.55,0.749,0.83,0.668,0.757,0.555,55.53,0.733,890.89,77239,217986,5307494,99.6,16.85,166.68,6.69,65.63,63.07,44.9
2003-06-01,2003,6,42,95560.41099999998,0.2994539574263151,287.5257738157444,85.52312162787803,298.8003060475188,283.15007780017424,97338.56714455444,289.970079545425,1.5355076560138132,0.14440501049249013,-0.2662407239528384,864.8237384523103,375.9523626569293,170.81200111515906,142.31739360312235,29327.427971001107,1589061,5247913,318438,1000523,1907499,6248436,4,0,4,98.04377057880276,2.333481858615684,0.192,0.128,0.253,0.194,0.78,0.69,5.28,4.13,22.69,3.75,12.36,3.4,26.87,0.774,0.86,0.697,0.773,0.589,58.87,0.759,983.9,45143,142653,3363169,99.81,13.15,172.86,4.37,72.15,65.84,46.22
2003-06-01,2003,6,43,268533.02199999976,0.22025572164226273,286.8161769592861,86.10676988780766,298.459259905739,280.6052454410338,99143.87436472756,289.1429226431307,2.324771588521075,-0.5230253106442624,-0.08304251990363551,450.80164222148846,220.65643626482327,80.91710053433121,67.42313804124554,6569.658978140978,2655710,9100291,449531,1593638,3105241,10693929,3,0,3,98.82947231376363,1.424623314300878,0.234,0.17,0.3,0.231,0.89,0.76,7.1,4.52,27.02,6.03,18.65,4.56,30.8,0.746,0.84,0.642,0.769,0.563,56.29,0.686,959.24,67457,194857,5569515,99.71,16.25,164.45,4.75,66.38,62.95,43.64
2003-06-01,2003,6,50,352086.5610000001,0.49945329347928313,287.39423990350065,61.280331850443844,303.4515596985304,287.06622610126203,97036.57581184182,295.26106155418995,0.3021712557099689,-0.892955098056254,-0.6136423257137235,659.1494391235038,393.66477409729885,226.51650045079182,72.65779244596642,5956.018786831327,702472,2097238,135232,351786,837704,2449024,65,22,43,95.41422943618878,0.27943006788261043,0.289,0.224,0.369,0.273,3.93,1.36,8.32,7.67,31.01,9.08,26.83,5.69,33.9,0.729,0.833,0.629,0.74,0.536,53.6,0.682,799.34,15831,47677,1198287,98.63,24.97,158.74,8.21,59.39,60.31,43.09
2003-06-01,2003,6,51,903207.0499999998,0.563396366161239,289.1540933996813,59.59383612067971,305.00061038742587,289.8092377919742,97567.26984360485,297.591573018378,0.09209626932421776,-0.8109666443110252,0.05932843753700516,643.4073101509593,330.73179909282896,191.27939239345238,76.18472973045398,7479.342402525187,859787,2482801,204230,552321,1064017,3035122,96,33,63,94.57064290063862,0.09514243361287446,0.277,0.185,0.359,0.288,5.16,2.89,5.77,8.48,28.56,8.69,27.0,5.75,34.94,0.725,0.821,0.635,0.732,0.532,53.2,0.693,762.52,25315,62379,1462454,98.01,26.58,153.35,9.07,57.26,59.68,41.34
2003-06-01,2003,6,52,340242.85400000017,0.4870052065425005,284.59653003219654,52.07559083075122,302.2834017180141,286.0714773332948,92962.69558814117,294.88249879832273,0.002905509580424966,-1.582199076365117,-0.02937216544694689,1030.4609085130921,766.3852338939571,597.9394117513809,75.26816681924585,6828.074377312934,1788402,5420714,186737,583074,1975139,6003788,348,91,257,96.38535633023702,0.6189790220629605,0.331,0.385,0.334,0.274,3.38,1.35,15.68,7.94,26.54,7.6,24.22,5.76,33.56,0.735,0.827,0.646,0.742,0.55,54.97,0.7,810.97,47561,121651,2999513,99.39,19.26,169.02,8.46,56.8,61.04,42.87
2003-06-01,2003,6,53,5760.7840000000015,0.4617854528983956,283.9513359695977,56.01161683478733,299.81267117196074,285.23379352924013,90268.20848161905,292.9802081654728,0.002139048805812546,-1.8077217732299165,0.19330206050346407,1345.0,1034.5635178543582,734.0,113.28742885662999,12834.041536946,796905,2482210,32333,87950,829238,2570160,36,8,28,98.1045185199174,10.217211449211248,0.294,0.412,0.265,0.204,0.72,1.13,22.45,3.47,17.14,5.13,16.0,7.58,18.69,0.824,0.873,0.742,0.863,0.723,72.32,0.751,1715.11,10706,36652,1361053,99.91,23.48,171.62,3.66,71.62,76.39,61.0
2003-07-01,2003,7,11,237765.34699999998,0.68802829119052,290.9653068398603,61.929909177128714,307.5324520406075,290.74708306460406,99093.83079952175,298.9205759791902,0.03500520629194807,-0.34962075518200314,0.42507033265567407,499.5749256436695,197.73051198793806,94.78054529895822,49.347550913745934,2936.506225905438,423582,1149180,156693,413229,580275,1562409,90,23,67,93.95852699195862,0.2197641996098389,0.319,0.231,0.4,0.325,12.43,5.36,4.73,8.73,34.25,10.29,33.33,5.19,41.1,0.69,0.8,0.577,0.712,0.48,48.0,0.633,670.82,18698,34904,723839,97.26,27.15,144.93,9.42,51.72,53.83,36.93
2003-07-01,2003,7,12,164173.43099999995,0.6714450511775661,292.65178091416027,73.43973666804288,305.79256585615695,288.90778901124406,98876.44031598364,297.7748014617356,0.1262305679683246,-0.12698803705665873,0.08797236104073737,376.5254846576758,221.03575193104783,134.591442542454,32.614629283625916,1110.6190483548264,222201,532279,102012,201280,324213,733559,17,2,15,98.63515017042349,0.09622201115707561,0.443,0.36,0.564,0.405,28.09,6.37,5.04,16.48,41.14,17.41,50.97,7.46,43.75,0.663,0.777,0.559,0.671,0.488,48.8,0.599,522.15,9054,11629,283968,91.14,46.05,119.68,17.79,46.45,55.2,39.61
2003-07-01,2003,7,13,1559167.8779999998,0.4551333711735055,296.0721714604174,86.79976452140058,304.08964551796663,294.50372995873374,100481.85943121355,298.4428691098333,1.5214231270573304,-0.22668042071251507,-0.3125863126596738,225.84921203736525,73.23644733163516,-1.2478377490144188,32.67217403973415,1385.171272552527,1143830,2755490,376977,728495,1520807,3483985,216,80,136,99.80439049070696,0.03548340111202974,0.488,0.515,0.516,0.433,20.98,7.02,14.12,9.84,33.69,17.09,51.78,9.55,39.68,0.674,0.805,0.561,0.677,0.549,54.87,0.567,539.8,43891,57371,1371781,92.18,57.95,117.5,10.47,44.56,60.21,44.01
2003-07-01,2003,7,14,223644.527,0.18379503532352623,295.6768368076063,89.88680811181752,302.592144064919,294.21692663486704,99742.62895453945,297.4471261252239,3.9208715574850292,-0.4833300174260936,-0.005573770004752225,744.4676599797104,141.3412813073238,49.928329622468524,65.15235055449573,12694.573314144332,142324,344859,53544,105620,195868,450479,748,187,561,99.23891074144093,0.08342744554214587,0.366,0.245,0.483,0.37,12.44,3.32,5.88,10.33,28.92,15.71,45.72,7.6,35.56,0.707,0.809,0.628,0.695,0.587,58.74,0.65,605.59,5441,8041,184044,90.73,51.22,115.71,11.01,47.99,66.08,50.44
2003-07-01,2003,7,15,1240882.4709999992,0.4859877211446343,294.33570734698526,74.27803335892584,305.35674257137816,294.5784725153428,100330.29575483897,299.4968438406231,0.44820755925067257,-1.6207574837158136,-0.23084956338149393,240.00480368750982,85.23887023346992,14.166811963143369,35.33005717101935,2730.5914495309544,2023361,5191559,1118217,2389492,3141578,7581051,261,67,194,97.8136773383216,0.042289831910926654,0.469,0.457,0.494,0.457,29.05,8.08,8.59,11.74,40.81,18.4,55.99,9.03,46.68,0.646,0.789,0.528,0.646,0.474,47.35,0.557,446.76,88495,126117,2992002,91.89,49.4,122.69,12.58,37.38,52.11,34.22
2003-07-01,2003,7,16,142470.76199999996,0.24284701508801781,296.0022856584826,85.77907311129167,303.5672833983565,295.0052271756242,100775.10181097654,298.5587757651188,1.8282862419507888,-1.6457521389668024,-0.3239465655701745,202.9764833628567,47.532481136414084,-7.485522593596066,29.766024436344384,1518.2972287230468,259566,601036,35568,68490,295134,669526,646,139,507,99.63101657719339,0.041913022896286796,0.404,0.373,0.451,0.388,21.51,3.62,8.5,8.4,24.29,16.02,45.22,11.49,32.55,0.708,0.813,0.629,0.694,0.618,61.75,0.634,598.98,6109,10381,280616,98.27,53.98,132.64,9.09,49.11,66.72,50.87
2003-07-01,2003,7,17,277423.63000000006,0.5677309802695688,286.41792542089456,43.98031205902104,306.4842162014528,291.62645948072986,97998.08463156637,299.68314072930553,0.000996643946219478,-2.0240042834575407,0.7446582244333191,587.5561370347212,299.4218280338077,180.92446392881538,73.75689968828037,7767.269100846347,420392,1090106,116899,293339,537291,1383445,33,12,21,97.76903875530027,0.03065694360649091,0.336,0.212,0.418,0.378,8.07,5.65,5.27,13.09,30.3,14.32,44.71,6.9,40.72,0.699,0.793,0.624,0.69,0.526,52.55,0.68,586.62,11961,26098,594351,94.74,31.22,137.04,14.14,47.16,61.15,45.29
2003-07-01,2003,7,21,329651.49499999976,0.4679723383075798,292.74265980978436,65.86218491770583,306.0315915131753,294.26137421376393,100172.67385500927,299.9299199567641,0.23696707752570206,-1.8014683532963334,0.071155678083955,211.2221847727737,101.63754559409205,32.43830957921235,31.49335058592494,1546.5824176034332,1618690,4147149,1097637,2427640,2716327,6574789,208,75,133,98.06516966395488,0.10805893765496616,0.521,0.526,0.534,0.503,23.99,20.92,9.9,20.87,42.56,21.56,63.58,8.56,50.99,0.639,0.757,0.562,0.612,0.444,44.36,0.632,360.34,69132,100920,2424519,96.1,42.7,113.11,22.51,33.2,51.08,35.2
2003-07-01,2003,7,22,251755.4849999999,0.5210108487723933,288.6126548955858,49.014360796033685,306.8371645392203,293.30417674882517,98852.65173715778,300.31184955660774,0.023433592034849186,-2.2255831641998434,1.4877727240627905,389.4001635475057,220.67607581761996,118.37551180748855,51.18343214453598,3640.8073919441676,711794,2050959,420110,1067401,1131904,3118360,523,143,380,97.1028594149022,0.07547420107572557,0.403,0.265,0.471,0.474,8.15,12.39,5.81,22.92,44.37,18.45,58.13,7.81,52.4,0.646,0.777,0.547,0.635,0.418,41.81,0.625,416.93,28190,44583,1250474,93.01,31.44,120.32,24.55,36.52,48.54,33.38
2003-07-01,2003,7,23,148894.4419999999,0.37094120268610387,291.07509370650246,60.81116485828014,305.4083505425843,294.2431380508586,99336.04445023593,299.3857290743257,0.18220938197043735,-3.5038941625917825,2.142611910768855,507.94047594399734,191.00574819087635,86.95849441713524,65.58484311972003,8477.525195146949,2199210,6346557,835881,2105824,3035091,8452381,1648,450,1198,94.27954561490131,0.4075654120595953,0.378,0.263,0.438,0.434,10.99,6.44,6.37,18.74,33.99,19.63,54.85,7.56,45.64,0.682,0.793,0.615,0.651,0.488,48.83,0.691,460.63,66645,127830,3462563,99.08,34.13,128.56,20.14,41.62,56.88,39.66
2003-07-01,2003,7,24,52809.60099999999,0.28731674776180777,291.63710344899755,66.55489887784655,303.8088001208857,294.20703355034743,100188.4559232274,298.58003911973395,0.4218018998416552,-3.2834095272265835,3.932152893201892,263.64504879535434,116.81445329637494,44.94076281546843,36.666347684099755,2079.52100780403,814504,2464991,268776,703036,1083280,3168027,934,244,690,95.28440725637125,0.5997339423576505,0.349,0.217,0.42,0.411,9.4,2.49,5.87,18.54,35.73,17.86,47.7,9.69,43.98,0.684,0.792,0.597,0.678,0.486,48.6,0.661,545.42,16728,40250,1323245,99.36,29.67,137.59,19.74,50.51,57.43,42.26
2003-07-01,2003,7,25,56467.24199999998,0.26396092261893106,290.8304995081402,69.62054049911777,302.4081171684294,292.23187805209596,98503.81754067504,296.9886949483157,0.4104125740630836,-2.2762393789865283,3.246597147396005,464.89820412857677,270.41968754241134,158.4870554526609,51.09219250103014,3576.7038085477166,953958,2838678,351900,927850,1305858,3766528,624,159,465,91.55370577959665,0.5704458637734403,0.385,0.225,0.469,0.462,11.75,3.5,5.19,21.91,44.28,18.98,53.65,8.52,50.86,0.658,0.783,0.555,0.656,0.426,42.55,0.634,474.94,30076,52956,1539820,99.43,28.94,131.16,23.39,40.79,49.69,36.25
2003-07-01,2003,7,26,98049.27099999996,0.24822589559542474,291.2860412777111,75.34123435592188,300.7088855189558,291.6906824853243,98495.40718135367,295.98102196067924,0.749314787355485,-1.9738098999545617,3.045508099784539,506.8132069597074,280.94740606521015,166.81425405893094,59.37202133025209,4850.671632160412,2362672,7052210,707695,1744238,3070367,8796448,569,179,390,87.56280337156657,0.9343770874117262,0.414,0.318,0.46,0.463,10.83,5.26,9.17,18.0,40.86,18.87,51.86,10.93,45.88,0.673,0.789,0.574,0.673,0.47,47.01,0.635,525.64,66893,120862,3655511,99.47,29.89,133.58,19.12,46.53,54.54,39.72
2003-07-01,2003,7,27,27830.656,0.27619255304290186,292.0331801505113,78.32740617062763,300.38925949414545,291.6884684230808,99844.20395447721,296.02758420501976,1.0099783321200453,-1.9398667235368867,2.0284772262213466,379.97747696358334,158.17474779471758,58.377811974642476,49.41467348413754,3063.145548987723,861779,2297860,361574,822634,1223353,3120494,883,236,647,91.24444279011723,0.8078206838770449,0.461,0.324,0.563,0.495,13.07,3.84,9.05,24.33,49.55,21.65,59.76,10.53,51.13,0.631,0.755,0.52,0.641,0.406,40.57,0.589,432.56,30470,47855,1182876,98.98,35.04,124.47,26.09,45.09,47.95,33.63
2003-07-01,2003,7,28,21938.184,0.2733602999441273,292.2670700435244,78.45919870356167,300.48892833716167,292.3995985118226,100693.69935200432,296.23006000347726,1.415656626720563,-2.316288555168681,2.360658702901086,261.98370903140545,95.27876001476845,22.97520329861892,35.10880972842931,1920.4289521998585,531495,1520366,226772,547651,758267,2068017,291,63,228,92.93673089248483,0.9925772834564399,0.393,0.28,0.467,0.431,11.02,2.86,8.06,18.4,42.28,16.39,52.13,10.14,45.5,0.665,0.781,0.56,0.672,0.469,46.89,0.612,523.53,15587,30652,884906,99.18,29.14,133.51,19.72,46.69,52.57,37.92
2003-07-01,2003,7,29,564760.4269999996,0.23280733062015005,289.6712666068477,73.39707324977397,300.75390783475416,289.54526063567477,98295.25551489074,294.8295504234538,0.8977539818310659,-2.0571299438883406,2.0052469624955553,611.2522851333954,316.16689226287735,177.13816444228135,70.67178731313653,7455.623889192866,3393723,10102476,1523652,3914430,4917375,14016906,890,243,647,95.58099299391624,0.2601847872995635,0.403,0.276,0.455,0.478,9.35,4.65,7.95,16.58,40.68,17.67,52.71,10.62,47.15,0.66,0.783,0.555,0.663,0.461,46.07,0.609,496.73,136029,235457,6209932,96.45,27.91,129.67,17.73,42.91,52.7,37.81
2003-07-01,2003,7,31,586513.9929999999,0.37906257097645685,283.25176629174587,59.87473993408637,299.99000818205263,282.9815562486491,93119.39969686395,291.2578662425786,0.0957710176796033,-1.3653128722242347,-0.18437422680898335,1219.0634021063074,790.4408364699843,579.6918517981786,109.58219854298547,14681.45476727509,5124650,16715216,988646,2882114,6113296,19597330,85,17,68,96.80712855082601,0.8935634401430369,0.282,0.228,0.323,0.295,1.84,2.15,8.97,8.31,30.52,9.73,28.85,6.33,36.12,0.731,0.838,0.638,0.73,0.514,51.43,0.71,749.69,118305,337757,9517313,99.35,18.91,159.36,8.83,62.01,58.71,41.34
2003-07-01,2003,7,32,46074.44699999999,0.32826027388923856,288.91460499274456,74.63668728367838,301.6787765164723,287.3573586936803,99684.28603442367,293.58208273330075,0.44795684988679063,-0.5562987108812014,-0.17519252658520248,848.862035100337,199.00172275758297,39.01488868126791,122.19618721393475,22256.51521616545,918979,2931472,194192,583480,1113171,3514952,232,51,181,95.85169339238743,1.708860502017973,0.274,0.217,0.319,0.285,0.99,2.07,8.76,8.12,28.87,9.4,26.82,6.75,33.44,0.74,0.835,0.653,0.743,0.552,55.23,0.711,815.43,23183,62171,1747518,99.83,20.59,162.91,8.62,61.16,61.43,44.46
2003-07-01,2003,7,33,43750.426,0.30982995008668934,288.1925370582981,74.84735155986924,302.5562699527249,286.1603908649242,99573.4997113263,292.779493740499,0.31519833981327805,-0.2336929122300451,-0.5390627908440666,1033.459321864406,179.95551125876483,-30.44846859545155,154.2975919453599,33212.34572211406,4481885,15464239,174030,525690,4655915,15989929,67,11,56,98.91193759918569,6.788112853219186,0.323,0.427,0.292,0.251,1.67,2.41,21.81,4.27,22.38,8.53,22.26,8.36,26.2,0.761,0.835,0.675,0.782,0.647,64.65,0.689,1039.3,52592,147268,7652683,99.92,30.33,168.38,4.47,66.94,70.93,52.53
2003-07-01,2003,7,35,248219.48100000023,0.33330419827293506,284.265131726759,65.3670286413465,301.014541195691,282.5198907414586,94442.18267386506,290.97567061892505,0.2946893739002353,-0.7604156928437537,-0.146989839696,1028.7807143288703,680.7678145890135,380.73395164906265,73.734072973831,9556.338064550037,11630147,39585251,534679,1676948,12164826,41262199,131,31,100,96.80683672775402,4.022964089757919,0.297,0.407,0.263,0.222,0.6,0.38,20.51,4.32,18.55,6.13,16.13,7.05,25.93,0.783,0.845,0.719,0.789,0.629,62.91,0.768,1084.46,166467,636032,20921411,99.91,28.66,173.37,4.53,71.44,70.76,52.58
2003-07-01,2003,7,41,199298.982,0.3628648996266793,285.0446984099435,76.22500475704484,298.27117616428177,278.441613633238,94266.01636907997,289.2759790368513,0.9804434450482982,-0.8879331873755074,-0.5584656812734021,913.4890923724064,678.9164200668515,489.2922506009368,71.30001692742265,7015.011587010389,2801335,8912692,518796,1531834,3320131,10444526,9,0,9,97.94975485204147,1.767005148907808,0.252,0.217,0.298,0.241,0.97,0.82,9.13,6.28,25.51,6.35,19.7,4.52,31.55,0.749,0.83,0.668,0.757,0.555,55.53,0.733,890.89,77239,217986,5307494,99.6,16.85,166.68,6.69,65.63,63.07,44.9
2003-07-01,2003,7,42,95560.41099999998,0.2683348090194752,285.51296341940605,82.38809853307392,298.4047181844714,276.4693156437715,97620.74664196507,288.50543603686754,0.7528210476764152,-0.12546832271107228,-0.39798996245556967,864.8237384523103,375.9523626569293,170.81200111515906,142.31739360312235,29327.427971001107,1589061,5247913,318438,1000523,1907499,6248436,1,1,0,98.04377057880276,2.333481858615684,0.192,0.128,0.253,0.194,0.78,0.69,5.28,4.13,22.69,3.75,12.36,3.4,26.87,0.774,0.86,0.697,0.773,0.589,58.87,0.759,983.9,45143,142653,3363169,99.81,13.15,172.86,4.37,72.15,65.84,46.22
2003-07-01,2003,7,43,268533.02199999976,0.3020731087826381,283.79278431969647,81.37275166724073,299.34002562633077,274.2342660539698,99440.54345196618,286.9310861028351,1.3368960506938803,-0.27469811734161825,-0.1581320389013995,450.80164222148846,220.65643626482327,80.91710053433121,67.42313804124554,6569.658978140978,2655710,9100291,449531,1593638,3105241,10693929,2,0,2,98.82947231376363,1.424623314300878,0.234,0.17,0.3,0.231,0.89,0.76,7.1,4.52,27.02,6.03,18.65,4.56,30.8,0.746,0.84,0.642,0.769,0.563,56.29,0.686,959.24,67457,194857,5569515,99.71,16.25,164.45,4.75,66.38,62.95,43.64
2003-07-01,2003,7,50,352086.5610000001,0.41511298684424736,284.48243260704953,52.295914659486066,304.1712707130942,284.04266612940955,97208.36930556213,294.83601989300706,0.25863423644458544,-0.9666105628443672,-0.4882904805686084,659.1494391235038,393.66477409729885,226.51650045079182,72.65779244596642,5956.018786831327,702472,2097238,135232,351786,837704,2449024,21,5,16,95.41422943618878,0.27943006788261043,0.289,0.224,0.369,0.273,3.93,1.36,8.32,7.67,31.01,9.08,26.83,5.69,33.9,0.729,0.833,0.629,0.74,0.536,53.6,0.682,799.34,15831,47677,1198287,98.63,24.97,158.74,8.21,59.39,60.31,43.09
2003-07-01,2003,7,51,903207.0499999998,0.52141435880588,286.1203177032676,49.78326583008088,305.7742731881369,288.54816745030996,97723.20562358896,297.3004182717798,0.0034798060114647174,-0.9139446393815958,0.13968600256887098,643.4073101509593,330.73179909282896,191.27939239345238,76.18472973045398,7479.342402525187,859787,2482801,204230,552321,1064017,3035122,67,16,51,94.57064290063862,0.09514243361287446,0.277,0.185,0.359,0.288,5.16,2.89,5.77,8.48,28.56,8.69,27.0,5.75,34.94,0.725,0.821,0.635,0.732,0.532,53.2,0.693,762.52,25315,62379,1462454,98.01,26.58,153.35,9.07,57.26,59.68,41.34
2003-07-01,2003,7,52,340242.85400000017,0.40021747401824537,282.1619709439142,45.87095323726028,302.3670844623806,284.66254427937764,93129.55652578892,294.299207526819,0.0010154736027060147,-1.7334921172531468,-0.13777810611634347,1030.4609085130921,766.3852338939571,597.9394117513809,75.26816681924585,6828.074377312934,1788402,5420714,186737,583074,1975139,6003788,205,53,152,96.38535633023702,0.6189790220629605,0.331,0.385,0.334,0.274,3.38,1.35,15.68,7.94,26.54,7.6,24.22,5.76,33.56,0.735,0.827,0.646,0.742,0.55,54.97,0.7,810.97,47561,121651,2999513,99.39,19.26,169.02,8.46,56.8,61.04,42.87
2003-07-01,2003,7,53,5760.7840000000015,0.366858190231618,281.56675243121623,49.64225080816981,300.45421058710554,284.3730182423407,90426.60576121688,292.3475972714425,0.00078738323468247,-2.0977713167138106,0.01557532856558948,1345.0,1034.5635178543582,734.0,113.28742885662999,12834.041536946,796905,2482210,32333,87950,829238,2570160,39,5,34,98.1045185199174,10.217211449211248,0.294,0.412,0.265,0.204,0.72,1.13,22.45,3.47,17.14,5.13,16.0,7.58,18.69,0.824,0.873,0.742,0.863,0.723,72.32,0.751,1715.11,10706,36652,1361053,99.91,23.48,171.62,3.66,71.62,76.39,61.0
2003-08-01,2003,8,11,237765.34699999998,0.6466272905953453,291.6502511164246,64.2314225808212,307.3707276120384,291.41903445187205,99087.8489794024,298.98538926037344,0.5198176353562863,-0.11062165347459776,0.686793635347081,499.5749256436695,197.73051198793806,94.78054529895822,49.347550913745934,2936.506225905438,423582,1149180,156693,413229,580275,1562409,48,14,34,93.95852699195862,0.2197641996098389,0.319,0.231,0.4,0.325,12.43,5.36,4.73,8.73,34.25,10.29,33.33,5.19,41.1,0.69,0.8,0.577,0.712,0.48,48.0,0.633,670.82,18698,34904,723839,97.26,27.15,144.93,9.42,51.72,53.83,36.93
