Date,Year,Month,CD_UF,area_km2,NDVI_d,dewpoint_temperature_2m_d,humidity_d,max_temperature_2m_d,min_temperature_2m_d,surface_pressure_d,temperature_2m_d,total_precipitation_d,u_component_of_wind_10m_d,v_component_of_wind_10m_d,max_elevation_d,mean_elevation_d,min_elevation_d,stdDev_elevation_d,variance_elevation_d,Pop0_19_Urban_UF,PopTotal_Urban_UF,Pop0_19_Rural_UF,PopTotal_Rural_UF,Pop0_19_UF,PopTotal_UF,cases_total,cases0_19,cases20_99,Forest_Cover_Percent,Urban_Cover_Percent,ivs,ivs_infraestrutura_urbana,ivs_capital_humano,ivs_renda_e_trabalho,t_sem_agua_esgoto,t_sem_lixo,t_vulner_mais1h,t_analf_15m,t_cdom_fundin,t_p15a24_nada,t_vulner,t_desocup18m,t_p18m_fundin_informal,idhm,idhm_long,idhm_educ,idhm_renda,idhm_educ_sub_esc,t_pop18m_fundc,idhm_educ_sub_freq,renda_per_capita,pea10a14,pea15a17,pea18m,t_eletrica,t_densidadem2,rdpc_def_vulner,t_analf_18m,t_formal_18m,t_fundc_ocup18m,t_medioc_ocup18m
2019-02-01,2019,2,16,142470.76199999996,0.12489698493773475,295.9171118025611,86.56591466943354,303.3333586099313,295.5648335264169,100622.4427398839,298.31950483088934,3.2875887369525776,-1.0763486196502456,-1.8044761853280307,202.9764833628567,47.532481136414084,-7.485522593596066,29.766024436344384,1518.2972287230468,259566,601036,35568,68490,295134,669526,18,7,11,96.48248317959384,0.041913022896286796,0.404,0.373,0.451,0.388,21.51,3.62,8.5,8.4,24.29,16.02,45.22,11.49,32.55,0.708,0.813,0.629,0.694,0.618,61.75,0.634,598.98,6109,10381,280616,98.27,53.98,132.64,9.09,49.11,66.72,50.87
2019-02-01,2019,2,17,277423.63000000006,0.26782557472,295.81937883044526,82.2665508991734,305.5490867695307,294.97435337090496,97739.92584069054,299.08132209543,2.496761997397125,-0.12219941661758826,-0.47141953429326333,587.5561370347212,299.4218280338077,180.92446392881538,73.75689968828037,7767.269100846347,420392,1090106,116899,293339,537291,1383445,2904,1074,1830,78.85206775424284,0.03065694360649091,0.336,0.212,0.418,0.378,8.07,5.65,5.27,13.09,30.3,14.32,44.71,6.9,40.72,0.699,0.793,0.624,0.69,0.526,52.55,0.68,586.62,11961,26098,594351,94.74,31.22,137.04,14.14,47.16,61.15,45.29
2019-02-01,2019,2,21,329651.49499999976,0.1779322333032256,296.53234537247874,87.42393716116626,304.2998947447503,295.71942586143484,99983.88803176618,298.7820455418786,3.684793651016807,-0.9276067609717651,-0.9137398610376913,211.2221847727737,101.63754559409205,32.43830957921235,31.49335058592494,1546.5824176034332,1618690,4147149,1097637,2427640,2716327,6574789,419,188,231,74.03201119839066,0.10805893765496616,0.521,0.526,0.534,0.503,23.99,20.92,9.9,20.87,42.56,21.56,63.58,8.56,50.99,0.639,0.757,0.562,0.612,0.444,44.36,0.632,360.34,69132,100920,2424519,96.1,42.7,113.11,22.51,33.2,51.08,35.2
2019-02-01,2019,2,22,251755.4849999999,0.27849920411945633,295.63267511249643,80.50295933395985,306.1116074357028,295.10999695906264,98597.65305964448,299.30256440758507,2.3796066666006936,-0.5671440905393423,-0.4958270299159589,389.4001635475057,220.67607581761996,118.37551180748855,51.18343214453598,3640.8073919441676,711794,2050959,420110,1067401,1131904,3118360,262,74,188,66.51868440769549,0.07547420107572557,0.403,0.265,0.471,0.474,8.15,12.39,5.81,22.92,44.37,18.45,58.13,7.81,52.4,0.646,0.777,0.547,0.635,0.418,41.81,0.625,416.93,28190,44583,1250474,93.01,31.44,120.32,24.55,36.52,48.54,33.38
2019-02-01,2019,2,23,148894.4419999999,0.21152168550170158,295.8239752472955,82.3412958761816,304.7322621288223,295.60937407564455,99062.94806032456,299.08126790476365,2.600470354426968,-1.9677515799524061,-0.2736541750522832,507.94047594399734,191.00574819087635,86.95849441713524,65.58484311972003,8477.525195146949,2199210,6346557,835881,2105824,3035091,8452381,711,196,515,35.38871760867697,0.4075654120595953,0.378,0.263,0.438,0.434,10.99,6.44,6.37,18.74,33.99,19.63,54.85,7.56,45.64,0.682,0.793,0.615,0.651,0.488,48.83,0.691,460.63,66645,127830,3462563,99.08,34.13,128.56,20.14,41.62,56.88,39.66
2019-02-01,2019,2,24,52809.60099999999,0.22009404403497504,295.9398829972791,79.41212285242425,305.2338180972293,296.18880999309476,99832.79104031049,299.8141525240918,1.9478935121460608,-2.4896404827615175,0.8316989962319538,263.64504879535434,116.81445329637494,44.94076281546843,36.666347684099755,2079.52100780403,814504,2464991,268776,703036,1083280,3168027,639,212,427,62.404143686898,0.5997339423576505,0.349,0.217,0.42,0.411,9.4,2.49,5.87,18.54,35.73,17.86,47.7,9.69,43.98,0.684,0.792,0.597,0.678,0.486,48.6,0.661,545.42,16728,40250,1323245,99.36,29.67,137.59,19.74,50.51,57.43,42.26
2019-02-01,2019,2,25,56467.24199999998,0.22006314967923493,294.8511949651037,76.62725413932728,305.45443518105213,295.1086791376543,98116.2822130055,299.3059441689296,1.4027666116959585,-2.010690799488497,0.6433230300947603,464.89820412857677,270.41968754241134,158.4870554526609,51.09219250103014,3576.7038085477166,953958,2838678,351900,927850,1305858,3766528,616,241,375,64.58786437020343,0.5704458637734403,0.385,0.225,0.469,0.462,11.75,3.5,5.19,21.91,44.28,18.98,53.65,8.52,50.86,0.658,0.783,0.555,0.656,0.426,42.55,0.634,474.94,30076,52956,1539820,99.43,28.94,131.16,23.39,40.79,49.69,36.25
2019-02-01,2019,2,26,98049.27099999996,0.22451388651597656,294.775182892285,76.78787998830789,304.80839221910696,295.1452729323595,98058.83540123834,299.20917711004836,1.1735945561544576,-1.8896908320821855,0.6429695936970048,506.8132069597074,280.94740606521015,166.81425405893094,59.37202133025209,4850.671632160412,2362672,7052210,707695,1744238,3070367,8796448,1593,684,909,-0.44469830485932255,0.9343770874117262,0.414,0.318,0.46,0.463,10.83,5.26,9.17,18.0,40.86,18.87,51.86,10.93,45.88,0.673,0.789,0.574,0.673,0.47,47.01,0.635,525.64,66893,120862,3655511,99.47,29.89,133.58,19.12,46.53,54.54,39.72
2019-02-01,2019,2,27,27830.656,0.2528204048300541,295.20370919025333,74.82287212494508,306.2213391739828,295.5592458641444,99325.44545482726,300.1096859808133,0.6452322005763823,-2.413366589600072,0.21325453606508252,379.97747696358334,158.17474779471758,58.377811974642476,49.41467348413754,3063.145548987723,861779,2297860,361574,822634,1223353,3120494,556,198,358,64.65200758997776,0.8078206838770449,0.461,0.324,0.563,0.495,13.07,3.84,9.05,24.33,49.55,21.65,59.76,10.53,51.13,0.631,0.755,0.52,0.641,0.406,40.57,0.589,432.56,30470,47855,1182876,98.98,35.04,124.47,26.09,45.09,47.95,33.63
2019-02-01,2019,2,28,21938.184,0.18126855933786495,295.5127547486866,72.90592232361305,307.0102030156888,296.93368428627963,100112.9452743902,300.84451799970117,0.5225103919853861,-3.2073099952367574,0.37145058249764096,261.98370903140545,95.27876001476845,22.97520329861892,35.10880972842931,1920.4289521998585,531495,1520366,226772,547651,758267,2068017,22,15,7,67.70586133759377,0.9925772834564399,0.393,0.28,0.467,0.431,11.02,2.86,8.06,18.4,42.28,16.39,52.13,10.14,45.5,0.665,0.781,0.56,0.672,0.469,46.89,0.612,523.53,15587,30652,884906,99.18,29.14,133.51,19.72,46.69,52.57,37.92
2019-02-01,2019,2,29,564760.4269999996,0.25865066233216766,293.740559012841,66.71988332557312,307.9361342080414,295.3192841518085,97675.18589118104,300.54207923125495,0.6804258626119466,-2.134129161779206,0.019384064943235413,611.2522851333954,316.16689226287735,177.13816444228135,70.67178731313653,7455.623889192866,3393723,10102476,1523652,3914430,4917375,14016906,4723,1648,3075,58.383387763433056,0.2601847872995635,0.403,0.276,0.455,0.478,9.35,4.65,7.95,16.58,40.68,17.67,52.71,10.62,47.15,0.66,0.783,0.555,0.663,0.461,46.07,0.609,496.73,136029,235457,6209932,96.45,27.91,129.67,17.73,42.91,52.7,37.81
2019-02-01,2019,2,31,586513.9929999999,0.3317440704267554,291.92565065735175,71.42344903814525,306.62919141555363,291.4961575218139,92491.01217842463,297.48454596398767,1.8757134258223949,-0.5301303578496139,-0.4074954008145273,1219.0634021063074,790.4408364699843,579.6918517981786,109.58219854298547,14681.45476727509,5124650,16715216,988646,2882114,6113296,19597330,32813,8234,24579,72.64193129665043,0.8935634401430369,0.282,0.228,0.323,0.295,1.84,2.15,8.97,8.31,30.52,9.73,28.85,6.33,36.12,0.731,0.838,0.638,0.73,0.514,51.43,0.71,749.69,118305,337757,9517313,99.35,18.91,159.36,8.83,62.01,58.71,41.34
2019-02-01,2019,2,32,46074.44699999999,0.3950870128914173,295.07685213027446,75.9123354334206,307.75427279243223,294.248103317185,98837.16479758242,299.69468308848764,1.2089235373668958,-0.62314087320912,-0.9425960638599776,848.862035100337,199.00172275758297,39.01488868126791,122.19618721393475,22256.51521616545,918979,2931472,194192,583480,1113171,3514952,3860,1034,2826,70.22920667670324,1.708860502017973,0.274,0.217,0.319,0.285,0.99,2.07,8.76,8.12,28.87,9.4,26.82,6.75,33.44,0.74,0.835,0.653,0.743,0.552,55.23,0.711,815.43,23183,62171,1747518,99.83,20.59,162.91,8.62,61.16,61.43,44.46
2019-02-01,2019,2,33,43750.426,0.28985934977901406,295.0528639776128,77.4823800628532,309.2366079838025,293.4111634452911,98739.56567586718,299.30695900073925,2.11379691337944,-0.3104759675282537,-0.004045767929748976,1033.459321864406,179.95551125876483,-30.44846859545155,154.2975919453599,33212.34572211406,4481885,15464239,174030,525690,4655915,15989929,1180,290,890,93.12090950117519,6.788112853219186,0.323,0.427,0.292,0.251,1.67,2.41,21.81,4.27,22.38,8.53,22.26,8.36,26.2,0.761,0.835,0.675,0.782,0.647,64.65,0.689,1039.3,52592,147268,7652683,99.92,30.33,168.38,4.47,66.94,70.93,52.53
2019-02-01,2019,2,35,248219.48100000023,0.2693758777397839,292.4058116944404,77.09034564130435,307.4831545506126,290.1779708776101,93786.06545327863,296.69398342672315,2.3638820571189485,-0.25810500632874017,-0.06074308691657024,1028.7807143288703,680.7678145890135,380.73395164906265,73.734072973831,9556.338064550037,11630147,39585251,534679,1676948,12164826,41262199,48341,9973,38368,74.01458288976995,4.022964089757919,0.297,0.407,0.263,0.222,0.6,0.38,20.51,4.32,18.55,6.13,16.13,7.05,25.93,0.783,0.845,0.719,0.789,0.629,62.91,0.768,1084.46,166467,636032,20921411,99.91,28.66,173.37,4.53,71.44,70.76,52.58
2019-02-01,2019,2,41,199298.982,0.29840157507394377,292.0614756698154,78.375613863912,307.01357798912284,290.2040123211151,93653.77094574585,296.08118401774374,1.7843775832119568,-0.7466454267678322,-0.17897057545336303,913.4890923724064,678.9164200668515,489.2922506009368,71.30001692742265,7015.011587010389,2801335,8912692,518796,1531834,3320131,10444526,1475,314,1161,83.59625413995099,1.767005148907808,0.252,0.217,0.298,0.241,0.97,0.82,9.13,6.28,25.51,6.35,19.7,4.52,31.55,0.749,0.83,0.668,0.757,0.555,55.53,0.733,890.89,77239,217986,5307494,99.6,16.85,166.68,6.69,65.63,63.07,44.9
2019-02-01,2019,2,42,95560.41099999998,0.3130286034769191,292.43683078130823,80.21826719201515,306.45097929857246,289.65368464620167,96939.39698035577,296.0400026385801,2.434038014187657,-0.43687210734865056,0.08352929054514051,864.8237384523103,375.9523626569293,170.81200111515906,142.31739360312235,29327.427971001107,1589061,5247913,318438,1000523,1907499,6248436,45,9,36,84.22603877127325,2.333481858615684,0.192,0.128,0.253,0.194,0.78,0.69,5.28,4.13,22.69,3.75,12.36,3.4,26.87,0.774,0.86,0.697,0.773,0.589,58.87,0.759,983.9,45143,142653,3363169,99.81,13.15,172.86,4.37,72.15,65.84,46.22
2019-02-01,2019,2,43,268533.02199999976,0.4313757612434201,291.7421526948644,75.22967421211918,307.08252886886913,287.98274272249046,98756.31402388078,296.3901349193097,1.6471899054603303,-1.0342794880611916,0.3749406308069886,450.80164222148846,220.65643626482327,80.91710053433121,67.42313804124554,6569.658978140978,2655710,9100291,449531,1593638,3105241,10693929,25,2,23,87.09739941591548,1.424623314300878,0.234,0.17,0.3,0.231,0.89,0.76,7.1,4.52,27.02,6.03,18.65,4.56,30.8,0.746,0.84,0.642,0.769,0.563,56.29,0.686,959.24,67457,194857,5569515,99.71,16.25,164.45,4.75,66.38,62.95,43.64
2019-02-01,2019,2,50,352086.5610000001,0.3537957189690022,294.3877332945685,73.062519065009,308.6372374932409,293.40818544664046,96630.73112868,299.61452001487066,1.8424233189377113,0.2151902717498423,-0.611512456294688,659.1494391235038,393.66477409729885,226.51650045079182,72.65779244596642,5956.018786831327,702472,2097238,135232,351786,837704,2449024,8117,2284,5833,78.38443182943801,0.27943006788261043,0.289,0.224,0.369,0.273,3.93,1.36,8.32,7.67,31.01,9.08,26.83,5.69,33.9,0.729,0.833,0.629,0.74,0.536,53.6,0.682,799.34,15831,47677,1198287,98.63,24.97,158.74,8.21,59.39,60.31,43.09
2019-02-01,2019,2,51,903207.0499999998,0.32135899450349903,295.8798493894995,83.03365588247215,306.3069891236296,294.79985070851666,97355.08975421879,298.9957528668613,2.5558494390251916,0.23527912822115768,-0.5739151346867739,643.4073101509593,330.73179909282896,191.27939239345238,76.18472973045398,7479.342402525187,859787,2482801,204230,552321,1064017,3035122,889,336,553,79.05379605506293,0.09514243361287446,0.277,0.185,0.359,0.288,5.16,2.89,5.77,8.48,28.56,8.69,27.0,5.75,34.94,0.725,0.821,0.635,0.732,0.532,53.2,0.693,762.52,25315,62379,1462454,98.01,26.58,153.35,9.07,57.26,59.68,41.34
2019-02-01,2019,2,52,340242.85400000017,0.3102522866747023,293.04034159533603,76.37111691117354,306.4929665382242,292.0587401274948,92676.32086653319,297.470681031248,1.7850791304653715,0.11551187564453681,-0.5895916693236067,1030.4609085130921,766.3852338939571,597.9394117513809,75.26816681924585,6828.074377312934,1788402,5420714,186737,583074,1975139,6003788,12286,2813,9473,80.76207865601262,0.6189790220629605,0.331,0.385,0.334,0.274,3.38,1.35,15.68,7.94,26.54,7.6,24.22,5.76,33.56,0.735,0.827,0.646,0.742,0.55,54.97,0.7,810.97,47561,121651,2999513,99.39,19.26,169.02,8.46,56.8,61.04,42.87
2019-02-01,2019,2,53,5760.7840000000015,0.28682180337070323,291.3498703748457,72.35230490085138,305.74743001513303,291.2394197764873,89993.20458810273,296.6096609313621,1.1926180929245196,0.057930038537489785,-0.4044550408263372,1345.0,1034.5635178543582,734.0,113.28742885662999,12834.041536946,796905,2482210,32333,87950,829238,2570160,2385,543,1842,86.52608388756781,10.217211449211248,0.294,0.412,0.265,0.204,0.72,1.13,22.45,3.47,17.14,5.13,16.0,7.58,18.69,0.824,0.873,0.742,0.863,0.723,72.32,0.751,1715.11,10706,36652,1361053,99.91,23.48,171.62,3.66,71.62,76.39,61.0
2019-03-01,2019,3,11,237765.34699999998,0.27577951510001897,296.71184818420767,89.29066807548021,305.3796628085146,295.16554865260673,98890.87281572954,298.6056709875554,2.904640820750188,-0.33875339227573464,-0.1746656085588799,499.5749256436695,197.73051198793806,94.78054529895822,49.347550913745934,2936.506225905438,423582,1149180,156693,413229,580275,1562409,56,19,37,75.7667728003439,0.2197641996098389,0.319,0.231,0.4,0.325,12.43,5.36,4.73,8.73,34.25,10.29,33.33,5.19,41.1,0.69,0.8,0.577,0.712,0.48,48.0,0.633,670.82,18698,34904,723839,97.26,27.15,144.93,9.42,51.72,53.83,36.93
2019-03-01,2019,3,12,164173.43099999995,0.2401201600993064,296.54312228731624,90.25576211872199,305.0271292576528,294.99765777781863,98612.16615626725,298.2532882851567,3.664228345443998,-0.19334790305937471,-0.1418588750705628,376.5254846576758,221.03575193104783,134.591442542454,32.614629283625916,1110.6190483548264,222201,532279,102012,201280,324213,733559,851,265,586,90.69650735300073,0.09622201115707561,0.443,0.36,0.564,0.405,28.09,6.37,5.04,16.48,41.14,17.41,50.97,7.46,43.75,0.663,0.777,0.559,0.671,0.488,48.8,0.599,522.15,9054,11629,283968,91.14,46.05,119.68,17.79,46.45,55.2,39.61
2019-03-01,2019,3,13,1559167.8779999998,0.30223098113505503,296.9894267567521,84.58528539027853,305.6907699064568,296.0666298135484,100254.76127835161,299.81241231715325,2.8278827465244087,-1.1625147446984725,0.013466921695204507,225.84921203736525,73.23644733163516,-1.2478377490144188,32.67217403973415,1385.171272552527,1143830,2755490,376977,728495,1520807,3483985,156,60,96,97.86484527564976,0.03548340111202974,0.488,0.515,0.516,0.433,20.98,7.02,14.12,9.84,33.69,17.09,51.78,9.55,39.68,0.674,0.805,0.561,0.677,0.549,54.87,0.567,539.8,43891,57371,1371781,92.18,57.95,117.5,10.47,44.56,60.21,44.01
2019-03-01,2019,3,14,223644.527,0.3138295874441627,291.84514764699395,51.63897665296077,309.61905107200727,296.58914036153544,99458.4475181558,302.9882521705797,0.27141186611002704,-2.818431717107145,-1.0816300982196279,744.4676599797104,141.3412813073238,49.928329622468524,65.15235055449573,12694.573314144332,142324,344859,53544,105620,195868,450479,59,25,34,93.94006185852484,0.08342744554214587,0.366,0.245,0.483,0.37,12.44,3.32,5.88,10.33,28.92,15.71,45.72,7.6,35.56,0.707,0.809,0.628,0.695,0.587,58.74,0.65,605.59,5441,8041,184044,90.73,51.22,115.71,11.01,47.99,66.08,50.44
2019-03-01,2019,3,15,1240882.4709999992,0.14089310536200775,296.305119850308,88.32772293290485,303.71738914884753,295.5110626196409,100225.61369086617,298.38216840685686,4.948685419863939,-0.9531520079287585,-1.0978108217360538,240.00480368750982,85.23887023346992,14.166811963143369,35.33005717101935,2730.5914495309544,2023361,5191559,1118217,2389492,3141578,7581051,828,312,516,85.31507072612324,0.042289831910926654,0.469,0.457,0.494,0.457,29.05,8.08,8.59,11.74,40.81,18.4,55.99,9.03,46.68,0.646,0.789,0.528,0.646,0.474,47.35,0.557,446.76,88495,126117,2992002,91.89,49.4,122.69,12.58,37.38,52.11,34.22
2019-03-01,2019,3,16,142470.76199999996,0.10861516190563483,295.73689329650506,84.70247161834432,304.2605403756697,295.4703663290704,100666.25728034106,298.5059775179744,2.6238156556785164,-1.1548538239731356,-1.6751260318012078,202.9764833628567,47.532481136414084,-7.485522593596066,29.766024436344384,1518.2972287230468,259566,601036,35568,68490,295134,669526,35,7,28,96.48248317959384,0.041913022896286796,0.404,0.373,0.451,0.388,21.51,3.62,8.5,8.4,24.29,16.02,45.22,11.49,32.55,0.708,0.813,0.629,0.694,0.618,61.75,0.634,598.98,6109,10381,280616,98.27,53.98,132.64,9.09,49.11,66.72,50.87
2019-03-01,2019,3,17,277423.63000000006,0.2560469032869386,295.74081650559094,84.03272605657077,304.77382861854846,294.73055952536936,97790.84964146715,298.6392560209463,3.731010536027905,-0.22221186512181154,-0.41966409474628386,587.5561370347212,299.4218280338077,180.92446392881538,73.75689968828037,7767.269100846347,420392,1090106,116899,293339,537291,1383445,2740,1017,1723,78.85206775424284,0.03065694360649091,0.336,0.212,0.418,0.378,8.07,5.65,5.27,13.09,30.3,14.32,44.71,6.9,40.72,0.699,0.793,0.624,0.69,0.526,52.55,0.68,586.62,11961,26098,594351,94.74,31.22,137.04,14.14,47.16,61.15,45.29
2019-03-01,2019,3,21,329651.49499999976,0.1832896024348054,296.4337017458532,88.31653691855641,303.576551948992,295.6284232070536,100038.87508043124,298.5097669399261,5.149849701286894,-0.7531292091367826,-0.9454444116796572,211.2221847727737,101.63754559409205,32.43830957921235,31.49335058592494,1546.5824176034332,1618690,4147149,1097637,2427640,2716327,6574789,808,382,426,74.03201119839066,0.10805893765496616,0.521,0.526,0.534,0.503,23.99,20.92,9.9,20.87,42.56,21.56,63.58,8.56,50.99,0.639,0.757,0.562,0.612,0.444,44.36,0.632,360.34,69132,100920,2424519,96.1,42.7,113.11,22.51,33.2,51.08,35.2
2019-03-01,2019,3,22,251755.4849999999,0.28161353416274754,295.6476653717088,81.83277568332817,305.1674441226223,294.9864765470393,98650.77336568396,299.0373868074019,2.7036044894129434,-0.4994675762838723,-0.5283391695232503,389.4001635475057,220.67607581761996,118.37551180748855,51.18343214453598,3640.8073919441676,711794,2050959,420110,1067401,1131904,3118360,767,277,490,66.51868440769549,0.07547420107572557,0.403,0.265,0.471,0.474,8.15,12.39,5.81,22.92,44.37,18.45,58.13,7.81,52.4,0.646,0.777,0.547,0.635,0.418,41.81,0.625,416.93,28190,44583,1250474,93.01,31.44,120.32,24.55,36.52,48.54,33.38
2019-03-01,2019,3,23,148894.4419999999,0.21740582517532717,295.81311142928905,84.24668465222567,303.6808252742309,295.3374182423436,99112.44217023077,298.6869697444333,3.2523413602975992,-1.4137565524352607,-0.2641422375382801,507.94047594399734,191.00574819087635,86.95849441713524,65.58484311972003,8477.525195146949,2199210,6346557,835881,2105824,3035091,8452381,1464,408,1056,35.38871760867697,0.4075654120595953,0.378,0.263,0.438,0.434,10.99,6.44,6.37,18.74,33.99,19.63,54.85,7.56,45.64,0.682,0.793,0.615,0.651,0.488,48.83,0.691,460.63,66645,127830,3462563,99.08,34.13,128.56,20.14,41.62,56.88,39.66
2019-03-01,2019,3,24,52809.60099999999,0.2381008944547359,296.1613039408325,82.4210276418064,304.42957648326814,295.8876332879122,99873.7823236821,299.40330526895565,2.1916416583983502,-1.9381685807753417,0.6801665044655799,263.64504879535434,116.81445329637494,44.94076281546843,36.666347684099755,2079.52100780403,814504,2464991,268776,703036,1083280,3168027,1474,420,1054,62.404143686898,0.5997339423576505,0.349,0.217,0.42,0.411,9.4,2.49,5.87,18.54,35.73,17.86,47.7,9.69,43.98,0.684,0.792,0.597,0.678,0.486,48.6,0.661,545.42,16728,40250,1323245,99.36,29.67,137.59,19.74,50.51,57.43,42.26
2019-03-01,2019,3,25,56467.24199999998,0.2694643476623134,295.07428616967354,78.72518655451559,305.0863087060835,294.6711723165257,98150.97270489844,299.0720293747522,1.6328430740418132,-1.6949951941743602,0.5944102344385422,464.89820412857677,270.41968754241134,158.4870554526609,51.09219250103014,3576.7038085477166,953958,2838678,351900,927850,1305858,3766528,1278,597,681,64.58786437020343,0.5704458637734403,0.385,0.225,0.469,0.462,11.75,3.5,5.19,21.91,44.28,18.98,53.65,8.52,50.86,0.658,0.783,0.555,0.656,0.426,42.55,0.634,474.94,30076,52956,1539820,99.43,28.94,131.16,23.39,40.79,49.69,36.25
2019-03-01,2019,3,26,98049.27099999996,0.2515135544317844,294.8750212203233,77.5129871048838,306.06733213087574,294.45920989432324,98089.44375327807,299.1487456209808,1.4355724010432593,-1.6128139418658665,0.6677779679380006,506.8132069597074,280.94740606521015,166.81425405893094,59.37202133025209,4850.671632160412,2362672,7052210,707695,1744238,3070367,8796448,2498,1135,1363,-0.44469830485932255,0.9343770874117262,0.414,0.318,0.46,0.463,10.83,5.26,9.17,18.0,40.86,18.87,51.86,10.93,45.88,0.673,0.789,0.574,0.673,0.47,47.01,0.635,525.64,66893,120862,3655511,99.47,29.89,133.58,19.12,46.53,54.54,39.72
2019-03-01,2019,3,27,27830.656,0.31152419203520243,295.2603979476619,75.39945604408581,308.8357427736224,294.9715643999349,99357.8162824032,300.02150739676244,1.3553674825770146,-1.9665248229007593,0.3378123493653668,379.97747696358334,158.17474779471758,58.377811974642476,49.41467348413754,3063.145548987723,861779,2297860,361574,822634,1223353,3120494,880,258,622,64.65200758997776,0.8078206838770449,0.461,0.324,0.563,0.495,13.07,3.84,9.05,24.33,49.55,21.65,59.76,10.53,51.13,0.631,0.755,0.52,0.641,0.406,40.57,0.589,432.56,30470,47855,1182876,98.98,35.04,124.47,26.09,45.09,47.95,33.63
2019-03-01,2019,3,28,21938.184,0.2551723677368335,295.5716197818727,74.42341270763261,309.12901825981777,296.3537015541328,100151.71278388704,300.5395913148489,1.6746782715448174,-2.5396053321108796,0.5679058090050619,261.98370903140545,95.27876001476845,22.97520329861892,35.10880972842931,1920.4289521998585,531495,1520366,226772,547651,758267,2068017,58,38,20,67.70586133759377,0.9925772834564399,0.393,0.28,0.467,0.431,11.02,2.86,8.06,18.4,42.28,16.39,52.13,10.14,45.5,0.665,0.781,0.56,0.672,0.469,46.89,0.612,523.53,15587,30652,884906,99.18,29.14,133.51,19.72,46.69,52.57,37.92
2019-03-01,2019,3,29,564760.4269999996,0.26113757626001916,293.93585566684186,70.7451417636904,308.37729135197094,294.77390265932854,97733.52141907792,299.74581089708096,2.2598318948246963,-1.7531915869005033,0.5348842964069385,611.2522851333954,316.16689226287735,177.13816444228135,70.67178731313653,7455.623889192866,3393723,10102476,1523652,3914430,4917375,14016906,5967,2103,3864,58.383387763433056,0.2601847872995635,0.403,0.276,0.455,0.478,9.35,4.65,7.95,16.58,40.68,17.67,52.71,10.62,47.15,0.66,0.783,0.555,0.663,0.461,46.07,0.609,496.73,136029,235457,6209932,96.45,27.91,129.67,17.73,42.91,52.7,37.81
2019-03-01,2019,3,31,586513.9929999999,0.36475412683160546,291.7335652016792,74.61219841600466,304.2055958842036,290.40276922887637,92624.19186014895,296.5480847652425,1.3558947748609584,-0.8889705289521068,0.12758550515801617,1219.0634021063074,790.4408364699843,579.6918517981786,109.58219854298547,14681.45476727509,5124650,16715216,988646,2882114,6113296,19597330,79142,20785,58357,72.64193129665043,0.8935634401430369,0.282,0.228,0.323,0.295,1.84,2.15,8.97,8.31,30.52,9.73,28.85,6.33,36.12,0.731,0.838,0.638,0.73,0.514,51.43,0.71,749.69,118305,337757,9517313,99.35,18.91,159.36,8.83,62.01,58.71,41.34
2019-03-01,2019,3,32,46074.44699999999,0.38141181345621994,294.6278210167481,77.34154373678825,307.11407967025946,293.6236586582811,98991.63190118839,298.9145050928483,1.3197350615862355,-0.579662714540488,0.38742745079457364,848.862035100337,199.00172275758297,39.01488868126791,122.19618721393475,22256.51521616545,918979,2931472,194192,583480,1113171,3514952,7354,1908,5446,70.22920667670324,1.708860502017973,0.274,0.217,0.319,0.285,0.99,2.07,8.76,8.12,28.87,9.4,26.82,6.75,33.44,0.74,0.835,0.653,0.743,0.552,55.23,0.711,815.43,23183,62171,1747518,99.83,20.59,162.91,8.62,61.16,61.43,44.46
2019-03-01,2019,3,33,43750.426,0.3190077276887739,294.9400970855772,81.45859395770754,306.4131550326125,292.59292674681524,98967.33501986609,298.34511464043504,1.9964607551312137,-0.3426149425109392,0.11548031686042984,1033.459321864406,179.95551125876483,-30.44846859545155,154.2975919453599,33212.34572211406,4481885,15464239,174030,525690,4655915,15989929,3612,744,2868,93.12090950117519,6.788112853219186,0.323,0.427,0.292,0.251,1.67,2.41,21.81,4.27,22.38,8.53,22.26,8.36,26.2,0.761,0.835,0.675,0.782,0.647,64.65,0.689,1039.3,52592,147268,7652683,99.92,30.33,168.38,4.47,66.94,70.93,52.53
2019-03-01,2019,3,35,248219.48100000023,0.32953825471376885,292.5105382290025,82.0537814213975,303.57529347499144,289.57735917009535,93993.43704428505,295.75243394716387,1.7623739290995952,-0.6888972833553849,0.4427355749746018,1028.7807143288703,680.7678145890135,380.73395164906265,73.734072973831,9556.338064550037,11630147,39585251,534679,1676948,12164826,41262199,73743,15569,58174,74.01458288976995,4.022964089757919,0.297,0.407,0.263,0.222,0.6,0.38,20.51,4.32,18.55,6.13,16.13,7.05,25.93,0.783,0.845,0.719,0.789,0.629,62.91,0.768,1084.46,166467,636032,20921411,99.91,28.66,173.37,4.53,71.44,70.76,52.58
