"","Name","UF","Year","Month","date","totalcase","case0to19","time"
"4246","21 Maranhão",21,2006,9,"2006-09-01",266,150,69
"4265","22 Piauí",22,2006,9,"2006-09-01",134,39,69
"4281","23 Ceará",23,2006,9,"2006-09-01",1077,359,69
"4296","24 Rio Grande do Norte",24,2006,9,"2006-09-01",408,143,69
"4321","25 Paraíba",25,2006,9,"2006-09-01",188,60,69
"4339","26 Pernambuco",26,2006,9,"2006-09-01",333,143,69
"4358","27 Alagoas",27,2006,9,"2006-09-01",274,90,69
"4378","28 Sergipe",28,2006,9,"2006-09-01",51,10,69
"4391","29 Bahia",29,2006,9,"2006-09-01",138,36,69
"4417","31 Minas Gerais",31,2006,9,"2006-09-01",77,17,69
"4431","32 Espírito Santo",32,2006,9,"2006-09-01",91,26,69
"4456","33 Rio de Janeiro",33,2006,9,"2006-09-01",150,50,69
"4473","35 São Paulo",35,2006,9,"2006-09-01",174,54,69
"4486","41 Paraná",41,2006,9,"2006-09-01",7,3,69
"4507","42 Santa Catarina",42,2006,9,"2006-09-01",0,0,69
"4524","43 Rio Grande do Sul",43,2006,9,"2006-09-01",0,0,69
"4546","50 Mato Grosso do Sul",50,2006,9,"2006-09-01",48,15,69
"4567","51 Mato Grosso",51,2006,9,"2006-09-01",116,33,69
"4590","52 Goiás",52,2006,9,"2006-09-01",172,38,69
"4601","53 Distrito Federal",53,2006,9,"2006-09-01",14,2,69
"4633","11 Rondônia",11,2006,10,"2006-10-01",49,17,70
"4639","12 Acre",12,2006,10,"2006-10-01",7,0,70
"4657","13 Amazonas",13,2006,10,"2006-10-01",28,16,70
"4678","14 Roraima",14,2006,10,"2006-10-01",125,30,70
"4705","15 Pará",15,2006,10,"2006-10-01",142,56,70
"4728","16 Amapá",16,2006,10,"2006-10-01",104,28,70
"4738","17 Tocantins",17,2006,10,"2006-10-01",107,35,70
"4759","21 Maranhão",21,2006,10,"2006-10-01",381,170,70
"4778","22 Piauí",22,2006,10,"2006-10-01",108,36,70
"4794","23 Ceará",23,2006,10,"2006-10-01",760,280,70
"4809","24 Rio Grande do Norte",24,2006,10,"2006-10-01",196,60,70
"4834","25 Paraíba",25,2006,10,"2006-10-01",186,69,70
"4852","26 Pernambuco",26,2006,10,"2006-10-01",218,72,70
"4871","27 Alagoas",27,2006,10,"2006-10-01",250,69,70
"4891","28 Sergipe",28,2006,10,"2006-10-01",72,24,70
"4904","29 Bahia",29,2006,10,"2006-10-01",220,57,70
"4930","31 Minas Gerais",31,2006,10,"2006-10-01",236,52,70
"4944","32 Espírito Santo",32,2006,10,"2006-10-01",104,36,70
"4969","33 Rio de Janeiro",33,2006,10,"2006-10-01",198,57,70
"4986","35 São Paulo",35,2006,10,"2006-10-01",249,90,70
"4999","41 Paraná",41,2006,10,"2006-10-01",11,0,70
"5020","42 Santa Catarina",42,2006,10,"2006-10-01",1,0,70
"5037","43 Rio Grande do Sul",43,2006,10,"2006-10-01",0,0,70
"5059","50 Mato Grosso do Sul",50,2006,10,"2006-10-01",105,43,70
"5080","51 Mato Grosso",51,2006,10,"2006-10-01",354,101,70
"5103","52 Goiás",52,2006,10,"2006-10-01",338,114,70
"5114","53 Distrito Federal",53,2006,10,"2006-10-01",9,1,70
"5146","11 Rondônia",11,2006,11,"2006-11-01",86,20,71
"5152","12 Acre",12,2006,11,"2006-11-01",31,11,71
"5170","13 Amazonas",13,2006,11,"2006-11-01",28,18,71
"5191","14 Roraima",14,2006,11,"2006-11-01",141,41,71
"5218","15 Pará",15,2006,11,"2006-11-01",228,91,71
"5241","16 Amapá",16,2006,11,"2006-11-01",98,33,71
"5251","17 Tocantins",17,2006,11,"2006-11-01",368,101,71
"5272","21 Maranhão",21,2006,11,"2006-11-01",322,134,71
"5291","22 Piauí",22,2006,11,"2006-11-01",74,22,71
"5307","23 Ceará",23,2006,11,"2006-11-01",901,308,71
"5322","24 Rio Grande do Norte",24,2006,11,"2006-11-01",204,61,71
"5347","25 Paraíba",25,2006,11,"2006-11-01",144,50,71
"5365","26 Pernambuco",26,2006,11,"2006-11-01",236,85,71
"5384","27 Alagoas",27,2006,11,"2006-11-01",215,67,71
"5404","28 Sergipe",28,2006,11,"2006-11-01",88,31,71
"5417","29 Bahia",29,2006,11,"2006-11-01",371,101,71
"5443","31 Minas Gerais",31,2006,11,"2006-11-01",641,179,71
"5457","32 Espírito Santo",32,2006,11,"2006-11-01",136,55,71
"5482","33 Rio de Janeiro",33,2006,11,"2006-11-01",287,90,71
"5499","35 São Paulo",35,2006,11,"2006-11-01",441,129,71
"5512","41 Paraná",41,2006,11,"2006-11-01",22,4,71
"5533","42 Santa Catarina",42,2006,11,"2006-11-01",0,0,71
"5550","43 Rio Grande do Sul",43,2006,11,"2006-11-01",6,0,71
"5572","50 Mato Grosso do Sul",50,2006,11,"2006-11-01",762,216,71
"5593","51 Mato Grosso",51,2006,11,"2006-11-01",1883,520,71
"5616","52 Goiás",52,2006,11,"2006-11-01",640,151,71
"5627","53 Distrito Federal",53,2006,11,"2006-11-01",24,6,71
"5659","11 Rondônia",11,2006,12,"2006-12-01",253,49,72
"5665","12 Acre",12,2006,12,"2006-12-01",39,11,72
"5683","13 Amazonas",13,2006,12,"2006-12-01",29,15,72
"5704","14 Roraima",14,2006,12,"2006-12-01",134,50,72
"5731","15 Pará",15,2006,12,"2006-12-01",382,138,72
"5754","16 Amapá",16,2006,12,"2006-12-01",121,32,72
"5764","17 Tocantins",17,2006,12,"2006-12-01",622,150,72
"5785","21 Maranhão",21,2006,12,"2006-12-01",450,168,72
"5804","22 Piauí",22,2006,12,"2006-12-01",234,66,72
"5820","23 Ceará",23,2006,12,"2006-12-01",475,164,72
"5835","24 Rio Grande do Norte",24,2006,12,"2006-12-01",136,43,72
"5860","25 Paraíba",25,2006,12,"2006-12-01",128,55,72
"5878","26 Pernambuco",26,2006,12,"2006-12-01",247,99,72
"5897","27 Alagoas",27,2006,12,"2006-12-01",166,46,72
"5917","28 Sergipe",28,2006,12,"2006-12-01",47,21,72
"5930","29 Bahia",29,2006,12,"2006-12-01",327,96,72
"5956","31 Minas Gerais",31,2006,12,"2006-12-01",908,201,72
"5970","32 Espírito Santo",32,2006,12,"2006-12-01",117,33,72
"5995","33 Rio de Janeiro",33,2006,12,"2006-12-01",745,187,72
"6012","35 São Paulo",35,2006,12,"2006-12-01",1023,259,72
"6025","41 Paraná",41,2006,12,"2006-12-01",35,4,72
"6046","42 Santa Catarina",42,2006,12,"2006-12-01",1,0,72
"6063","43 Rio Grande do Sul",43,2006,12,"2006-12-01",1,0,72
"6085","50 Mato Grosso do Sul",50,2006,12,"2006-12-01",1614,418,72
"6106","51 Mato Grosso",51,2006,12,"2006-12-01",1727,499,72
"6129","52 Goiás",52,2006,12,"2006-12-01",796,184,72
"6140","53 Distrito Federal",53,2006,12,"2006-12-01",40,7,72
"7","11 Rondônia",11,2007,1,"2007-01-01",274,71,73
"20","12 Acre",12,2007,1,"2007-01-01",66,15,73
"39","13 Amazonas",13,2007,1,"2007-01-01",36,24,73
"71","14 Roraima",14,2007,1,"2007-01-01",144,45,73
"84","15 Pará",15,2007,1,"2007-01-01",973,319,73
"113","16 Amapá",16,2007,1,"2007-01-01",468,105,73
"130","17 Tocantins",17,2007,1,"2007-01-01",1756,503,73
"151","21 Maranhão",21,2007,1,"2007-01-01",1479,553,73
"169","22 Piauí",22,2007,1,"2007-01-01",713,210,73
"185","23 Ceará",23,2007,1,"2007-01-01",1850,523,73
"197","24 Rio Grande do Norte",24,2007,1,"2007-01-01",503,166,73
"219","25 Paraíba",25,2007,1,"2007-01-01",312,89,73
"242","26 Pernambuco",26,2007,1,"2007-01-01",819,306,73
"256","27 Alagoas",27,2007,1,"2007-01-01",256,69,73
"273","28 Sergipe",28,2007,1,"2007-01-01",46,15,73
"289","29 Bahia",29,2007,1,"2007-01-01",755,249,73
"309","31 Minas Gerais",31,2007,1,"2007-01-01",1628,357,73
"329","32 Espírito Santo",32,2007,1,"2007-01-01",561,113,73
"353","33 Rio de Janeiro",33,2007,1,"2007-01-01",2578,646,73
"375","35 São Paulo",35,2007,1,"2007-01-01",5440,1117,73
"392","41 Paraná",41,2007,1,"2007-01-01",663,154,73
"412","42 Santa Catarina",42,2007,1,"2007-01-01",21,2,73
"429","43 Rio Grande do Sul",43,2007,1,"2007-01-01",21,4,73
"455","50 Mato Grosso do Sul",50,2007,1,"2007-01-01",17746,4588,73
"472","51 Mato Grosso",51,2007,1,"2007-01-01",3125,799,73
"480","52 Goiás",52,2007,1,"2007-01-01",1931,491,73
"499","53 Distrito Federal",53,2007,1,"2007-01-01",105,22,73
"520","11 Rondônia",11,2007,2,"2007-02-01",304,90,74
"533","12 Acre",12,2007,2,"2007-02-01",103,26,74
"552","13 Amazonas",13,2007,2,"2007-02-01",125,71,74
"584","14 Roraima",14,2007,2,"2007-02-01",52,16,74
"597","15 Pará",15,2007,2,"2007-02-01",1476,491,74
"626","16 Amapá",16,2007,2,"2007-02-01",562,141,74
"643","17 Tocantins",17,2007,2,"2007-02-01",2528,711,74
"664","21 Maranhão",21,2007,2,"2007-02-01",2432,943,74
"682","22 Piauí",22,2007,2,"2007-02-01",586,200,74
"698","23 Ceará",23,2007,2,"2007-02-01",2618,759,74
"710","24 Rio Grande do Norte",24,2007,2,"2007-02-01",638,199,74
"732","25 Paraíba",25,2007,2,"2007-02-01",808,241,74
"755","26 Pernambuco",26,2007,2,"2007-02-01",1393,523,74
"769","27 Alagoas",27,2007,2,"2007-02-01",238,68,74
"786","28 Sergipe",28,2007,2,"2007-02-01",39,9,74
"802","29 Bahia",29,2007,2,"2007-02-01",840,247,74
"822","31 Minas Gerais",31,2007,2,"2007-02-01",3192,722,74
"842","32 Espírito Santo",32,2007,2,"2007-02-01",883,194,74
"866","33 Rio de Janeiro",33,2007,2,"2007-02-01",5103,1277,74
"888","35 São Paulo",35,2007,2,"2007-02-01",15632,3175,74
"905","41 Paraná",41,2007,2,"2007-02-01",2356,495,74
"925","42 Santa Catarina",42,2007,2,"2007-02-01",23,6,74
"942","43 Rio Grande do Sul",43,2007,2,"2007-02-01",22,2,74
"968","50 Mato Grosso do Sul",50,2007,2,"2007-02-01",23799,6225,74
"985","51 Mato Grosso",51,2007,2,"2007-02-01",3296,921,74
"993","52 Goiás",52,2007,2,"2007-02-01",2661,742,74
"1012","53 Distrito Federal",53,2007,2,"2007-02-01",141,29,74
"1033","11 Rondônia",11,2007,3,"2007-03-01",260,79,75
"1046","12 Acre",12,2007,3,"2007-03-01",98,33,75
"1065","13 Amazonas",13,2007,3,"2007-03-01",161,84,75
"1097","14 Roraima",14,2007,3,"2007-03-01",26,8,75
"1110","15 Pará",15,2007,3,"2007-03-01",2267,805,75
"1139","16 Amapá",16,2007,3,"2007-03-01",897,225,75
"1156","17 Tocantins",17,2007,3,"2007-03-01",2779,945,75
"1177","21 Maranhão",21,2007,3,"2007-03-01",2653,1088,75
"1195","22 Piauí",22,2007,3,"2007-03-01",875,269,75
"1211","23 Ceará",23,2007,3,"2007-03-01",3275,1254,75
"1223","24 Rio Grande do Norte",24,2007,3,"2007-03-01",1356,449,75
"1245","25 Paraíba",25,2007,3,"2007-03-01",1738,531,75
"1268","26 Pernambuco",26,2007,3,"2007-03-01",3145,1148,75
"1282","27 Alagoas",27,2007,3,"2007-03-01",633,169,75
"1299","28 Sergipe",28,2007,3,"2007-03-01",90,20,75
"1315","29 Bahia",29,2007,3,"2007-03-01",1628,412,75
"1335","31 Minas Gerais",31,2007,3,"2007-03-01",7912,1934,75
"1355","32 Espírito Santo",32,2007,3,"2007-03-01",1077,234,75
"1379","33 Rio de Janeiro",33,2007,3,"2007-03-01",12091,3263,75
"1401","35 São Paulo",35,2007,3,"2007-03-01",35111,7783,75
"1418","41 Paraná",41,2007,3,"2007-03-01",8706,1948,75
"1438","42 Santa Catarina",42,2007,3,"2007-03-01",18,1,75
"1455","43 Rio Grande do Sul",43,2007,3,"2007-03-01",58,7,75
"1481","50 Mato Grosso do Sul",50,2007,3,"2007-03-01",18482,4981,75
"1498","51 Mato Grosso",51,2007,3,"2007-03-01",3354,1031,75
"1506","52 Goiás",52,2007,3,"2007-03-01",3106,904,75
"1525","53 Distrito Federal",53,2007,3,"2007-03-01",214,33,75
"1546","11 Rondônia",11,2007,4,"2007-04-01",169,47,76
"1559","12 Acre",12,2007,4,"2007-04-01",84,21,76
"1578","13 Amazonas",13,2007,4,"2007-04-01",174,95,76
"1610","14 Roraima",14,2007,4,"2007-04-01",48,15,76
"1623","15 Pará",15,2007,4,"2007-04-01",1809,649,76
"1652","16 Amapá",16,2007,4,"2007-04-01",661,166,76
"1669","17 Tocantins",17,2007,4,"2007-04-01",1650,528,76
"1690","21 Maranhão",21,2007,4,"2007-04-01",2158,1024,76
"1708","22 Piauí",22,2007,4,"2007-04-01",1185,448,76
"1724","23 Ceará",23,2007,4,"2007-04-01",5321,2068,76
"1736","24 Rio Grande do Norte",24,2007,4,"2007-04-01",1496,499,76
"1758","25 Paraíba",25,2007,4,"2007-04-01",2313,694,76
"1781","26 Pernambuco",26,2007,4,"2007-04-01",5267,2142,76
"1795","27 Alagoas",27,2007,4,"2007-04-01",795,215,76
"1812","28 Sergipe",28,2007,4,"2007-04-01",223,38,76
"1828","29 Bahia",29,2007,4,"2007-04-01",1477,402,76
"1848","31 Minas Gerais",31,2007,4,"2007-04-01",8360,2024,76
"1868","32 Espírito Santo",32,2007,4,"2007-04-01",1564,345,76
"1892","33 Rio de Janeiro",33,2007,4,"2007-04-01",12768,3423,76
"1914","35 São Paulo",35,2007,4,"2007-04-01",35636,8078,76
"1931","41 Paraná",41,2007,4,"2007-04-01",10824,2472,76
"1951","42 Santa Catarina",42,2007,4,"2007-04-01",27,0,76
"1968","43 Rio Grande do Sul",43,2007,4,"2007-04-01",255,61,76
"1994","50 Mato Grosso do Sul",50,2007,4,"2007-04-01",6929,1762,76
"2011","51 Mato Grosso",51,2007,4,"2007-04-01",2152,659,76
"2019","52 Goiás",52,2007,4,"2007-04-01",1987,581,76
"2038","53 Distrito Federal",53,2007,4,"2007-04-01",166,32,76
"2059","11 Rondônia",11,2007,5,"2007-05-01",126,30,77
"2072","12 Acre",12,2007,5,"2007-05-01",27,9,77
"2091","13 Amazonas",13,2007,5,"2007-05-01",125,68,77
"2123","14 Roraima",14,2007,5,"2007-05-01",71,20,77
"2136","15 Pará",15,2007,5,"2007-05-01",895,296,77
"2165","16 Amapá",16,2007,5,"2007-05-01",472,115,77
"2182","17 Tocantins",17,2007,5,"2007-05-01",1138,338,77
"2203","21 Maranhão",21,2007,5,"2007-05-01",1910,891,77
"2221","22 Piauí",22,2007,5,"2007-05-01",2514,903,77
"2237","23 Ceará",23,2007,5,"2007-05-01",5907,2149,77
"2249","24 Rio Grande do Norte",24,2007,5,"2007-05-01",1398,421,77
"2271","25 Paraíba",25,2007,5,"2007-05-01",1730,564,77
"2294","26 Pernambuco",26,2007,5,"2007-05-01",5037,2188,77
"2308","27 Alagoas",27,2007,5,"2007-05-01",1482,445,77
"2325","28 Sergipe",28,2007,5,"2007-05-01",95,29,77
"2341","29 Bahia",29,2007,5,"2007-05-01",1150,324,77
"2361","31 Minas Gerais",31,2007,5,"2007-05-01",4555,1064,77
"2381","32 Espírito Santo",32,2007,5,"2007-05-01",1130,246,77
"2405","33 Rio de Janeiro",33,2007,5,"2007-05-01",9577,2585,77
"2427","35 São Paulo",35,2007,5,"2007-05-01",16126,3476,77
"2444","41 Paraná",41,2007,5,"2007-05-01",3843,862,77
"2464","42 Santa Catarina",42,2007,5,"2007-05-01",22,1,77
"2481","43 Rio Grande do Sul",43,2007,5,"2007-05-01",36,3,77
"2507","50 Mato Grosso do Sul",50,2007,5,"2007-05-01",1768,417,77
"2524","51 Mato Grosso",51,2007,5,"2007-05-01",1333,385,77
"2532","52 Goiás",52,2007,5,"2007-05-01",1267,336,77
"2551","53 Distrito Federal",53,2007,5,"2007-05-01",142,33,77
"2572","11 Rondônia",11,2007,6,"2007-06-01",94,14,78
"2585","12 Acre",12,2007,6,"2007-06-01",8,2,78
"2604","13 Amazonas",13,2007,6,"2007-06-01",165,106,78
"2636","14 Roraima",14,2007,6,"2007-06-01",65,13,78
"2649","15 Pará",15,2007,6,"2007-06-01",472,154,78
"2678","16 Amapá",16,2007,6,"2007-06-01",154,40,78
"2695","17 Tocantins",17,2007,6,"2007-06-01",486,128,78
"2716","21 Maranhão",21,2007,6,"2007-06-01",1038,580,78
"2734","22 Piauí",22,2007,6,"2007-06-01",2501,1065,78
"2750","23 Ceará",23,2007,6,"2007-06-01",5239,1899,78
"2762","24 Rio Grande do Norte",24,2007,6,"2007-06-01",1536,482,78
"2784","25 Paraíba",25,2007,6,"2007-06-01",908,310,78
"2807","26 Pernambuco",26,2007,6,"2007-06-01",3002,1331,78
"2821","27 Alagoas",27,2007,6,"2007-06-01",1598,470,78
"2838","28 Sergipe",28,2007,6,"2007-06-01",169,44,78
"2854","29 Bahia",29,2007,6,"2007-06-01",641,147,78
"2874","31 Minas Gerais",31,2007,6,"2007-06-01",1062,244,78
"2894","32 Espírito Santo",32,2007,6,"2007-06-01",546,122,78
"2918","33 Rio de Janeiro",33,2007,6,"2007-06-01",3833,1027,78
"2940","35 São Paulo",35,2007,6,"2007-06-01",2598,621,78
"2957","41 Paraná",41,2007,6,"2007-06-01",323,77,78
"2977","42 Santa Catarina",42,2007,6,"2007-06-01",3,0,78
"2994","43 Rio Grande do Sul",43,2007,6,"2007-06-01",6,2,78
"3020","50 Mato Grosso do Sul",50,2007,6,"2007-06-01",236,63,78
"3037","51 Mato Grosso",51,2007,6,"2007-06-01",704,218,78
"3045","52 Goiás",52,2007,6,"2007-06-01",748,228,78
"3064","53 Distrito Federal",53,2007,6,"2007-06-01",61,15,78
"3085","11 Rondônia",11,2007,7,"2007-07-01",69,19,79
"3098","12 Acre",12,2007,7,"2007-07-01",2,0,79
"3117","13 Amazonas",13,2007,7,"2007-07-01",151,92,79
"3149","14 Roraima",14,2007,7,"2007-07-01",140,51,79
"3162","15 Pará",15,2007,7,"2007-07-01",446,152,79
"3191","16 Amapá",16,2007,7,"2007-07-01",63,13,79
"3208","17 Tocantins",17,2007,7,"2007-07-01",240,66,79
"3229","21 Maranhão",21,2007,7,"2007-07-01",650,318,79
"3247","22 Piauí",22,2007,7,"2007-07-01",649,250,79
"3263","23 Ceará",23,2007,7,"2007-07-01",3480,1294,79
"3275","24 Rio Grande do Norte",24,2007,7,"2007-07-01",1794,599,79
"3297","25 Paraíba",25,2007,7,"2007-07-01",1067,378,79
"3320","26 Pernambuco",26,2007,7,"2007-07-01",1781,755,79
"3334","27 Alagoas",27,2007,7,"2007-07-01",1895,625,79
"3351","28 Sergipe",28,2007,7,"2007-07-01",242,74,79
"3367","29 Bahia",29,2007,7,"2007-07-01",706,188,79
"3387","31 Minas Gerais",31,2007,7,"2007-07-01",342,74,79
"3407","32 Espírito Santo",32,2007,7,"2007-07-01",433,92,79
"3431","33 Rio de Janeiro",33,2007,7,"2007-07-01",1910,522,79
"3453","35 São Paulo",35,2007,7,"2007-07-01",918,178,79
"3470","41 Paraná",41,2007,7,"2007-07-01",77,13,79
"3490","42 Santa Catarina",42,2007,7,"2007-07-01",4,1,79
"3507","43 Rio Grande do Sul",43,2007,7,"2007-07-01",3,1,79
"3533","50 Mato Grosso do Sul",50,2007,7,"2007-07-01",73,19,79
"3550","51 Mato Grosso",51,2007,7,"2007-07-01",361,94,79
"3558","52 Goiás",52,2007,7,"2007-07-01",424,100,79
"3577","53 Distrito Federal",53,2007,7,"2007-07-01",78,13,79
"3598","11 Rondônia",11,2007,8,"2007-08-01",60,8,80
"3611","12 Acre",12,2007,8,"2007-08-01",3,0,80
"3630","13 Amazonas",13,2007,8,"2007-08-01",96,69,80
"3662","14 Roraima",14,2007,8,"2007-08-01",82,31,80
"3675","15 Pará",15,2007,8,"2007-08-01",477,154,80
"3704","16 Amapá",16,2007,8,"2007-08-01",65,24,80
"3721","17 Tocantins",17,2007,8,"2007-08-01",178,51,80
"3742","21 Maranhão",21,2007,8,"2007-08-01",337,179,80
"3760","22 Piauí",22,2007,8,"2007-08-01",284,97,80
"3776","23 Ceará",23,2007,8,"2007-08-01",2160,757,80
"3788","24 Rio Grande do Norte",24,2007,8,"2007-08-01",1175,393,80
"3810","25 Paraíba",25,2007,8,"2007-08-01",670,222,80
"3833","26 Pernambuco",26,2007,8,"2007-08-01",657,273,80
"3847","27 Alagoas",27,2007,8,"2007-08-01",1429,473,80
"3864","28 Sergipe",28,2007,8,"2007-08-01",135,45,80
"3880","29 Bahia",29,2007,8,"2007-08-01",452,136,80
"3900","31 Minas Gerais",31,2007,8,"2007-08-01",118,30,80
"3920","32 Espírito Santo",32,2007,8,"2007-08-01",148,46,80
"3944","33 Rio de Janeiro",33,2007,8,"2007-08-01",894,268,80
"3966","35 São Paulo",35,2007,8,"2007-08-01",323,87,80
"3983","41 Paraná",41,2007,8,"2007-08-01",33,8,80
"4003","42 Santa Catarina",42,2007,8,"2007-08-01",1,0,80
"4020","43 Rio Grande do Sul",43,2007,8,"2007-08-01",2,0,80
"4046","50 Mato Grosso do Sul",50,2007,8,"2007-08-01",30,12,80
"4063","51 Mato Grosso",51,2007,8,"2007-08-01",214,48,80
"4071","52 Goiás",52,2007,8,"2007-08-01",290,106,80
"4090","53 Distrito Federal",53,2007,8,"2007-08-01",36,10,80
"4111","11 Rondônia",11,2007,9,"2007-09-01",109,21,81
"4124","12 Acre",12,2007,9,"2007-09-01",2,1,81
"4143","13 Amazonas",13,2007,9,"2007-09-01",121,99,81
"4175","14 Roraima",14,2007,9,"2007-09-01",70,22,81
"4188","15 Pará",15,2007,9,"2007-09-01",561,182,81
"4217","16 Amapá",16,2007,9,"2007-09-01",76,20,81
"4234","17 Tocantins",17,2007,9,"2007-09-01",181,61,81
"4255","21 Maranhão",21,2007,9,"2007-09-01",194,89,81
"4273","22 Piauí",22,2007,9,"2007-09-01",143,45,81
"4289","23 Ceará",23,2007,9,"2007-09-01",1319,510,81
"4301","24 Rio Grande do Norte",24,2007,9,"2007-09-01",831,318,81
"4323","25 Paraíba",25,2007,9,"2007-09-01",331,93,81
"4346","26 Pernambuco",26,2007,9,"2007-09-01",360,155,81
"4360","27 Alagoas",27,2007,9,"2007-09-01",713,266,81
"4377","28 Sergipe",28,2007,9,"2007-09-01",104,31,81
"4393","29 Bahia",29,2007,9,"2007-09-01",281,81,81
"4413","31 Minas Gerais",31,2007,9,"2007-09-01",122,33,81
"4433","32 Espírito Santo",32,2007,9,"2007-09-01",109,23,81
"4457","33 Rio de Janeiro",33,2007,9,"2007-09-01",658,238,81
"4479","35 São Paulo",35,2007,9,"2007-09-01",433,117,81
"4496","41 Paraná",41,2007,9,"2007-09-01",51,19,81
"4516","42 Santa Catarina",42,2007,9,"2007-09-01",2,0,81
"4533","43 Rio Grande do Sul",43,2007,9,"2007-09-01",2,0,81
"4559","50 Mato Grosso do Sul",50,2007,9,"2007-09-01",18,6,81
"4576","51 Mato Grosso",51,2007,9,"2007-09-01",138,24,81
"4584","52 Goiás",52,2007,9,"2007-09-01",209,61,81
"4603","53 Distrito Federal",53,2007,9,"2007-09-01",21,4,81
"4624","11 Rondônia",11,2007,10,"2007-10-01",217,59,82
"4637","12 Acre",12,2007,10,"2007-10-01",10,4,82
"4656","13 Amazonas",13,2007,10,"2007-10-01",167,102,82
"4688","14 Roraima",14,2007,10,"2007-10-01",57,24,82
"4701","15 Pará",15,2007,10,"2007-10-01",1034,337,82
"4730","16 Amapá",16,2007,10,"2007-10-01",48,17,82
"4747","17 Tocantins",17,2007,10,"2007-10-01",423,119,82
"4768","21 Maranhão",21,2007,10,"2007-10-01",170,59,82
"4786","22 Piauí",22,2007,10,"2007-10-01",85,32,82
"4802","23 Ceará",23,2007,10,"2007-10-01",1293,516,82
"4814","24 Rio Grande do Norte",24,2007,10,"2007-10-01",830,305,82
"4836","25 Paraíba",25,2007,10,"2007-10-01",339,99,82
"4859","26 Pernambuco",26,2007,10,"2007-10-01",386,152,82
"4873","27 Alagoas",27,2007,10,"2007-10-01",609,251,82
"4890","28 Sergipe",28,2007,10,"2007-10-01",68,14,82
"4906","29 Bahia",29,2007,10,"2007-10-01",405,100,82
"4926","31 Minas Gerais",31,2007,10,"2007-10-01",266,72,82
"4946","32 Espírito Santo",32,2007,10,"2007-10-01",98,25,82
"4970","33 Rio de Janeiro",33,2007,10,"2007-10-01",1021,339,82
"4992","35 São Paulo",35,2007,10,"2007-10-01",599,174,82
"5009","41 Paraná",41,2007,10,"2007-10-01",70,26,82
"5029","42 Santa Catarina",42,2007,10,"2007-10-01",9,1,82
"5046","43 Rio Grande do Sul",43,2007,10,"2007-10-01",3,0,82
"5072","50 Mato Grosso do Sul",50,2007,10,"2007-10-01",72,18,82
"5089","51 Mato Grosso",51,2007,10,"2007-10-01",293,85,82
"5097","52 Goiás",52,2007,10,"2007-10-01",463,133,82
"5116","53 Distrito Federal",53,2007,10,"2007-10-01",66,27,82
"5137","11 Rondônia",11,2007,11,"2007-11-01",478,114,83
"5150","12 Acre",12,2007,11,"2007-11-01",60,19,83
"5169","13 Amazonas",13,2007,11,"2007-11-01",328,226,83
"5201","14 Roraima",14,2007,11,"2007-11-01",80,27,83
"5214","15 Pará",15,2007,11,"2007-11-01",1642,561,83
"5243","16 Amapá",16,2007,11,"2007-11-01",55,16,83
"5260","17 Tocantins",17,2007,11,"2007-11-01",693,241,83
"5281","21 Maranhão",21,2007,11,"2007-11-01",178,66,83
"5299","22 Piauí",22,2007,11,"2007-11-01",71,27,83
"5315","23 Ceará",23,2007,11,"2007-11-01",1055,413,83
"5327","24 Rio Grande do Norte",24,2007,11,"2007-11-01",686,262,83
"5349","25 Paraíba",25,2007,11,"2007-11-01",326,107,83
"5372","26 Pernambuco",26,2007,11,"2007-11-01",337,131,83
"5386","27 Alagoas",27,2007,11,"2007-11-01",543,236,83
"5403","28 Sergipe",28,2007,11,"2007-11-01",94,24,83
"5419","29 Bahia",29,2007,11,"2007-11-01",590,181,83
"5439","31 Minas Gerais",31,2007,11,"2007-11-01",365,105,83
"5459","32 Espírito Santo",32,2007,11,"2007-11-01",142,44,83
"5483","33 Rio de Janeiro",33,2007,11,"2007-11-01",2283,855,83
"5505","35 São Paulo",35,2007,11,"2007-11-01",1143,388,83
