"","Name","UF","Year","Month","date","totalcase","case0to19","time"
"2547","53 Distrito Federal",53,2005,5,"2005-05-01",44,3,53
"2580","11 Rondônia",11,2005,6,"2005-06-01",83,19,54
"2598","12 Acre",12,2005,6,"2005-06-01",15,1,54
"2606","13 Amazonas",13,2005,6,"2005-06-01",115,33,54
"2631","14 Roraima",14,2005,6,"2005-06-01",830,237,54
"2647","15 Pará",15,2005,6,"2005-06-01",366,114,54
"2672","16 Amapá",16,2005,6,"2005-06-01",160,32,54
"2685","17 Tocantins",17,2005,6,"2005-06-01",333,82,54
"2706","21 Maranhão",21,2005,6,"2005-06-01",999,311,54
"2722","22 Piauí",22,2005,6,"2005-06-01",975,245,54
"2744","23 Ceará",23,2005,6,"2005-06-01",3665,1021,54
"2759","24 Rio Grande do Norte",24,2005,6,"2005-06-01",522,149,54
"2780","25 Paraíba",25,2005,6,"2005-06-01",651,173,54
"2794","26 Pernambuco",26,2005,6,"2005-06-01",729,204,54
"2813","27 Alagoas",27,2005,6,"2005-06-01",285,71,54
"2834","28 Sergipe",28,2005,6,"2005-06-01",119,18,54
"2855","29 Bahia",29,2005,6,"2005-06-01",981,255,54
"2870","31 Minas Gerais",31,2005,6,"2005-06-01",785,172,54
"2889","32 Espírito Santo",32,2005,6,"2005-06-01",314,63,54
"2908","33 Rio de Janeiro",33,2005,6,"2005-06-01",44,14,54
"2927","35 São Paulo",35,2005,6,"2005-06-01",946,194,54
"2948","41 Paraná",41,2005,6,"2005-06-01",79,15,54
"2966","42 Santa Catarina",42,2005,6,"2005-06-01",4,0,54
"2989","43 Rio Grande do Sul",43,2005,6,"2005-06-01",4,0,54
"3003","50 Mato Grosso do Sul",50,2005,6,"2005-06-01",67,7,54
"3024","51 Mato Grosso",51,2005,6,"2005-06-01",364,102,54
"3041","52 Goiás",52,2005,6,"2005-06-01",1472,358,54
"3060","53 Distrito Federal",53,2005,6,"2005-06-01",23,5,54
"3093","11 Rondônia",11,2005,7,"2005-07-01",67,16,55
"3111","12 Acre",12,2005,7,"2005-07-01",10,1,55
"3119","13 Amazonas",13,2005,7,"2005-07-01",58,27,55
"3144","14 Roraima",14,2005,7,"2005-07-01",364,105,55
"3160","15 Pará",15,2005,7,"2005-07-01",257,67,55
"3185","16 Amapá",16,2005,7,"2005-07-01",148,30,55
"3198","17 Tocantins",17,2005,7,"2005-07-01",112,29,55
"3219","21 Maranhão",21,2005,7,"2005-07-01",808,240,55
"3235","22 Piauí",22,2005,7,"2005-07-01",704,189,55
"3257","23 Ceará",23,2005,7,"2005-07-01",6086,1839,55
"3272","24 Rio Grande do Norte",24,2005,7,"2005-07-01",514,138,55
"3293","25 Paraíba",25,2005,7,"2005-07-01",493,148,55
"3307","26 Pernambuco",26,2005,7,"2005-07-01",606,180,55
"3326","27 Alagoas",27,2005,7,"2005-07-01",275,78,55
"3347","28 Sergipe",28,2005,7,"2005-07-01",108,28,55
"3368","29 Bahia",29,2005,7,"2005-07-01",462,126,55
"3383","31 Minas Gerais",31,2005,7,"2005-07-01",213,37,55
"3402","32 Espírito Santo",32,2005,7,"2005-07-01",134,42,55
"3421","33 Rio de Janeiro",33,2005,7,"2005-07-01",47,7,55
"3440","35 São Paulo",35,2005,7,"2005-07-01",437,95,55
"3461","41 Paraná",41,2005,7,"2005-07-01",20,7,55
"3479","42 Santa Catarina",42,2005,7,"2005-07-01",3,0,55
"3502","43 Rio Grande do Sul",43,2005,7,"2005-07-01",2,0,55
"3516","50 Mato Grosso do Sul",50,2005,7,"2005-07-01",17,3,55
"3537","51 Mato Grosso",51,2005,7,"2005-07-01",133,40,55
"3554","52 Goiás",52,2005,7,"2005-07-01",453,119,55
"3573","53 Distrito Federal",53,2005,7,"2005-07-01",41,12,55
"3606","11 Rondônia",11,2005,8,"2005-08-01",47,15,56
"3624","12 Acre",12,2005,8,"2005-08-01",5,2,56
"3632","13 Amazonas",13,2005,8,"2005-08-01",33,11,56
"3657","14 Roraima",14,2005,8,"2005-08-01",102,37,56
"3673","15 Pará",15,2005,8,"2005-08-01",325,88,56
"3698","16 Amapá",16,2005,8,"2005-08-01",160,47,56
"3711","17 Tocantins",17,2005,8,"2005-08-01",55,21,56
"3732","21 Maranhão",21,2005,8,"2005-08-01",365,116,56
"3748","22 Piauí",22,2005,8,"2005-08-01",413,101,56
"3770","23 Ceará",23,2005,8,"2005-08-01",4942,1869,56
"3785","24 Rio Grande do Norte",24,2005,8,"2005-08-01",536,150,56
"3806","25 Paraíba",25,2005,8,"2005-08-01",355,93,56
"3820","26 Pernambuco",26,2005,8,"2005-08-01",342,114,56
"3839","27 Alagoas",27,2005,8,"2005-08-01",230,57,56
"3860","28 Sergipe",28,2005,8,"2005-08-01",51,18,56
"3881","29 Bahia",29,2005,8,"2005-08-01",313,94,56
"3896","31 Minas Gerais",31,2005,8,"2005-08-01",164,41,56
"3915","32 Espírito Santo",32,2005,8,"2005-08-01",85,16,56
"3934","33 Rio de Janeiro",33,2005,8,"2005-08-01",99,26,56
"3953","35 São Paulo",35,2005,8,"2005-08-01",165,40,56
"3974","41 Paraná",41,2005,8,"2005-08-01",18,2,56
"3992","42 Santa Catarina",42,2005,8,"2005-08-01",2,0,56
"4015","43 Rio Grande do Sul",43,2005,8,"2005-08-01",4,0,56
"4029","50 Mato Grosso do Sul",50,2005,8,"2005-08-01",11,3,56
"4050","51 Mato Grosso",51,2005,8,"2005-08-01",67,24,56
"4067","52 Goiás",52,2005,8,"2005-08-01",352,109,56
"4086","53 Distrito Federal",53,2005,8,"2005-08-01",19,2,56
"4119","11 Rondônia",11,2005,9,"2005-09-01",26,11,57
"4137","12 Acre",12,2005,9,"2005-09-01",0,0,57
"4145","13 Amazonas",13,2005,9,"2005-09-01",10,7,57
"4170","14 Roraima",14,2005,9,"2005-09-01",26,5,57
"4186","15 Pará",15,2005,9,"2005-09-01",366,99,57
"4211","16 Amapá",16,2005,9,"2005-09-01",99,32,57
"4224","17 Tocantins",17,2005,9,"2005-09-01",21,7,57
"4245","21 Maranhão",21,2005,9,"2005-09-01",201,59,57
"4261","22 Piauí",22,2005,9,"2005-09-01",115,29,57
"4283","23 Ceará",23,2005,9,"2005-09-01",2372,813,57
"4298","24 Rio Grande do Norte",24,2005,9,"2005-09-01",308,79,57
"4319","25 Paraíba",25,2005,9,"2005-09-01",243,62,57
"4333","26 Pernambuco",26,2005,9,"2005-09-01",257,77,57
"4352","27 Alagoas",27,2005,9,"2005-09-01",172,50,57
"4373","28 Sergipe",28,2005,9,"2005-09-01",33,6,57
"4394","29 Bahia",29,2005,9,"2005-09-01",257,89,57
"4409","31 Minas Gerais",31,2005,9,"2005-09-01",78,16,57
"4428","32 Espírito Santo",32,2005,9,"2005-09-01",47,11,57
"4447","33 Rio de Janeiro",33,2005,9,"2005-09-01",75,20,57
"4466","35 São Paulo",35,2005,9,"2005-09-01",81,22,57
"4487","41 Paraná",41,2005,9,"2005-09-01",2,0,57
"4505","42 Santa Catarina",42,2005,9,"2005-09-01",3,0,57
"4528","43 Rio Grande do Sul",43,2005,9,"2005-09-01",0,0,57
"4542","50 Mato Grosso do Sul",50,2005,9,"2005-09-01",10,2,57
"4563","51 Mato Grosso",51,2005,9,"2005-09-01",80,29,57
"4580","52 Goiás",52,2005,9,"2005-09-01",286,85,57
"4599","53 Distrito Federal",53,2005,9,"2005-09-01",8,0,57
"4632","11 Rondônia",11,2005,10,"2005-10-01",49,12,58
"4650","12 Acre",12,2005,10,"2005-10-01",6,3,58
"4658","13 Amazonas",13,2005,10,"2005-10-01",3,0,58
"4683","14 Roraima",14,2005,10,"2005-10-01",19,8,58
"4699","15 Pará",15,2005,10,"2005-10-01",470,147,58
"4724","16 Amapá",16,2005,10,"2005-10-01",50,12,58
"4737","17 Tocantins",17,2005,10,"2005-10-01",16,6,58
"4758","21 Maranhão",21,2005,10,"2005-10-01",84,23,58
"4774","22 Piauí",22,2005,10,"2005-10-01",70,22,58
"4796","23 Ceará",23,2005,10,"2005-10-01",993,384,58
"4811","24 Rio Grande do Norte",24,2005,10,"2005-10-01",196,47,58
"4832","25 Paraíba",25,2005,10,"2005-10-01",126,35,58
"4846","26 Pernambuco",26,2005,10,"2005-10-01",175,64,58
"4865","27 Alagoas",27,2005,10,"2005-10-01",142,42,58
"4886","28 Sergipe",28,2005,10,"2005-10-01",30,10,58
"4907","29 Bahia",29,2005,10,"2005-10-01",248,61,58
"4922","31 Minas Gerais",31,2005,10,"2005-10-01",137,21,58
"4941","32 Espírito Santo",32,2005,10,"2005-10-01",79,16,58
"4960","33 Rio de Janeiro",33,2005,10,"2005-10-01",104,29,58
"4979","35 São Paulo",35,2005,10,"2005-10-01",80,17,58
"5000","41 Paraná",41,2005,10,"2005-10-01",5,1,58
"5018","42 Santa Catarina",42,2005,10,"2005-10-01",2,1,58
"5041","43 Rio Grande do Sul",43,2005,10,"2005-10-01",0,0,58
"5055","50 Mato Grosso do Sul",50,2005,10,"2005-10-01",7,2,58
"5076","51 Mato Grosso",51,2005,10,"2005-10-01",225,68,58
"5093","52 Goiás",52,2005,10,"2005-10-01",586,189,58
"5112","53 Distrito Federal",53,2005,10,"2005-10-01",9,2,58
"5145","11 Rondônia",11,2005,11,"2005-11-01",215,57,59
"5163","12 Acre",12,2005,11,"2005-11-01",25,5,59
"5171","13 Amazonas",13,2005,11,"2005-11-01",15,2,59
"5196","14 Roraima",14,2005,11,"2005-11-01",44,26,59
"5212","15 Pará",15,2005,11,"2005-11-01",633,219,59
"5237","16 Amapá",16,2005,11,"2005-11-01",74,25,59
"5250","17 Tocantins",17,2005,11,"2005-11-01",78,28,59
"5271","21 Maranhão",21,2005,11,"2005-11-01",89,24,59
"5287","22 Piauí",22,2005,11,"2005-11-01",59,21,59
"5309","23 Ceará",23,2005,11,"2005-11-01",935,333,59
"5324","24 Rio Grande do Norte",24,2005,11,"2005-11-01",146,55,59
"5345","25 Paraíba",25,2005,11,"2005-11-01",109,35,59
"5359","26 Pernambuco",26,2005,11,"2005-11-01",174,66,59
"5378","27 Alagoas",27,2005,11,"2005-11-01",112,32,59
"5399","28 Sergipe",28,2005,11,"2005-11-01",53,16,59
"5420","29 Bahia",29,2005,11,"2005-11-01",309,106,59
"5435","31 Minas Gerais",31,2005,11,"2005-11-01",384,96,59
"5454","32 Espírito Santo",32,2005,11,"2005-11-01",44,13,59
"5473","33 Rio de Janeiro",33,2005,11,"2005-11-01",167,48,59
"5492","35 São Paulo",35,2005,11,"2005-11-01",196,45,59
"5513","41 Paraná",41,2005,11,"2005-11-01",10,3,59
"5531","42 Santa Catarina",42,2005,11,"2005-11-01",0,0,59
"5554","43 Rio Grande do Sul",43,2005,11,"2005-11-01",0,0,59
"5568","50 Mato Grosso do Sul",50,2005,11,"2005-11-01",8,1,59
"5589","51 Mato Grosso",51,2005,11,"2005-11-01",850,266,59
"5606","52 Goiás",52,2005,11,"2005-11-01",1143,362,59
"5625","53 Distrito Federal",53,2005,11,"2005-11-01",10,2,59
"5658","11 Rondônia",11,2005,12,"2005-12-01",668,151,60
"5676","12 Acre",12,2005,12,"2005-12-01",260,45,60
"5684","13 Amazonas",13,2005,12,"2005-12-01",17,5,60
"5709","14 Roraima",14,2005,12,"2005-12-01",23,7,60
"5725","15 Pará",15,2005,12,"2005-12-01",561,117,60
"5750","16 Amapá",16,2005,12,"2005-12-01",51,18,60
"5763","17 Tocantins",17,2005,12,"2005-12-01",143,40,60
"5784","21 Maranhão",21,2005,12,"2005-12-01",71,16,60
"5800","22 Piauí",22,2005,12,"2005-12-01",18,4,60
"5822","23 Ceará",23,2005,12,"2005-12-01",697,218,60
"5837","24 Rio Grande do Norte",24,2005,12,"2005-12-01",113,36,60
"5858","25 Paraíba",25,2005,12,"2005-12-01",123,33,60
"5872","26 Pernambuco",26,2005,12,"2005-12-01",112,37,60
"5891","27 Alagoas",27,2005,12,"2005-12-01",78,19,60
"5912","28 Sergipe",28,2005,12,"2005-12-01",33,8,60
"5933","29 Bahia",29,2005,12,"2005-12-01",387,102,60
"5948","31 Minas Gerais",31,2005,12,"2005-12-01",617,132,60
"5967","32 Espírito Santo",32,2005,12,"2005-12-01",31,6,60
"5986","33 Rio de Janeiro",33,2005,12,"2005-12-01",331,96,60
"6005","35 São Paulo",35,2005,12,"2005-12-01",199,32,60
"6026","41 Paraná",41,2005,12,"2005-12-01",13,4,60
"6044","42 Santa Catarina",42,2005,12,"2005-12-01",2,1,60
"6067","43 Rio Grande do Sul",43,2005,12,"2005-12-01",2,0,60
"6081","50 Mato Grosso do Sul",50,2005,12,"2005-12-01",22,8,60
"6102","51 Mato Grosso",51,2005,12,"2005-12-01",645,162,60
"6119","52 Goiás",52,2005,12,"2005-12-01",1531,484,60
"6138","53 Distrito Federal",53,2005,12,"2005-12-01",14,4,60
"16","11 Rondônia",11,2006,1,"2006-01-01",1961,508,61
"22","12 Acre",12,2006,1,"2006-01-01",80,17,61
"40","13 Amazonas",13,2006,1,"2006-01-01",74,28,61
"61","14 Roraima",14,2006,1,"2006-01-01",26,9,61
"88","15 Pará",15,2006,1,"2006-01-01",1805,536,61
"111","16 Amapá",16,2006,1,"2006-01-01",396,118,61
"121","17 Tocantins",17,2006,1,"2006-01-01",505,133,61
"142","21 Maranhão",21,2006,1,"2006-01-01",352,87,61
"161","22 Piauí",22,2006,1,"2006-01-01",234,54,61
"177","23 Ceará",23,2006,1,"2006-01-01",960,317,61
"192","24 Rio Grande do Norte",24,2006,1,"2006-01-01",193,59,61
"217","25 Paraíba",25,2006,1,"2006-01-01",228,71,61
"235","26 Pernambuco",26,2006,1,"2006-01-01",413,167,61
"254","27 Alagoas",27,2006,1,"2006-01-01",189,58,61
"274","28 Sergipe",28,2006,1,"2006-01-01",49,19,61
"287","29 Bahia",29,2006,1,"2006-01-01",586,169,61
"313","31 Minas Gerais",31,2006,1,"2006-01-01",2714,639,61
"327","32 Espírito Santo",32,2006,1,"2006-01-01",440,87,61
"352","33 Rio de Janeiro",33,2006,1,"2006-01-01",1980,489,61
"369","35 São Paulo",35,2006,1,"2006-01-01",1454,252,61
"382","41 Paraná",41,2006,1,"2006-01-01",41,9,61
"403","42 Santa Catarina",42,2006,1,"2006-01-01",5,0,61
"420","43 Rio Grande do Sul",43,2006,1,"2006-01-01",5,1,61
"442","50 Mato Grosso do Sul",50,2006,1,"2006-01-01",160,34,61
"463","51 Mato Grosso",51,2006,1,"2006-01-01",1003,281,61
"486","52 Goiás",52,2006,1,"2006-01-01",4523,1088,61
"497","53 Distrito Federal",53,2006,1,"2006-01-01",77,17,61
"529","11 Rondônia",11,2006,2,"2006-02-01",1425,385,62
"535","12 Acre",12,2006,2,"2006-02-01",38,13,62
"553","13 Amazonas",13,2006,2,"2006-02-01",82,35,62
"574","14 Roraima",14,2006,2,"2006-02-01",8,3,62
"601","15 Pará",15,2006,2,"2006-02-01",1130,324,62
"624","16 Amapá",16,2006,2,"2006-02-01",355,96,62
"634","17 Tocantins",17,2006,2,"2006-02-01",666,183,62
"655","21 Maranhão",21,2006,2,"2006-02-01",537,113,62
"674","22 Piauí",22,2006,2,"2006-02-01",265,51,62
"690","23 Ceará",23,2006,2,"2006-02-01",1106,362,62
"705","24 Rio Grande do Norte",24,2006,2,"2006-02-01",260,69,62
"730","25 Paraíba",25,2006,2,"2006-02-01",202,41,62
"748","26 Pernambuco",26,2006,2,"2006-02-01",369,110,62
"767","27 Alagoas",27,2006,2,"2006-02-01",202,78,62
"787","28 Sergipe",28,2006,2,"2006-02-01",57,16,62
"800","29 Bahia",29,2006,2,"2006-02-01",729,202,62
"826","31 Minas Gerais",31,2006,2,"2006-02-01",4542,1038,62
"840","32 Espírito Santo",32,2006,2,"2006-02-01",1081,234,62
"865","33 Rio de Janeiro",33,2006,2,"2006-02-01",3885,979,62
"882","35 São Paulo",35,2006,2,"2006-02-01",4061,774,62
"895","41 Paraná",41,2006,2,"2006-02-01",56,21,62
"916","42 Santa Catarina",42,2006,2,"2006-02-01",12,1,62
"933","43 Rio Grande do Sul",43,2006,2,"2006-02-01",17,4,62
"955","50 Mato Grosso do Sul",50,2006,2,"2006-02-01",548,117,62
"976","51 Mato Grosso",51,2006,2,"2006-02-01",1046,282,62
"999","52 Goiás",52,2006,2,"2006-02-01",4616,1229,62
"1010","53 Distrito Federal",53,2006,2,"2006-02-01",50,8,62
"1042","11 Rondônia",11,2006,3,"2006-03-01",407,100,63
"1048","12 Acre",12,2006,3,"2006-03-01",27,13,63
"1066","13 Amazonas",13,2006,3,"2006-03-01",126,62,63
"1087","14 Roraima",14,2006,3,"2006-03-01",3,1,63
"1114","15 Pará",15,2006,3,"2006-03-01",1053,294,63
"1137","16 Amapá",16,2006,3,"2006-03-01",286,61,63
"1147","17 Tocantins",17,2006,3,"2006-03-01",1078,281,63
"1168","21 Maranhão",21,2006,3,"2006-03-01",479,137,63
"1187","22 Piauí",22,2006,3,"2006-03-01",425,107,63
"1203","23 Ceará",23,2006,3,"2006-03-01",1826,573,63
"1218","24 Rio Grande do Norte",24,2006,3,"2006-03-01",403,97,63
"1243","25 Paraíba",25,2006,3,"2006-03-01",352,112,63
"1261","26 Pernambuco",26,2006,3,"2006-03-01",827,305,63
"1280","27 Alagoas",27,2006,3,"2006-03-01",148,47,63
"1300","28 Sergipe",28,2006,3,"2006-03-01",94,35,63
"1313","29 Bahia",29,2006,3,"2006-03-01",1263,321,63
"1339","31 Minas Gerais",31,2006,3,"2006-03-01",7297,1706,63
"1353","32 Espírito Santo",32,2006,3,"2006-03-01",1761,357,63
"1378","33 Rio de Janeiro",33,2006,3,"2006-03-01",7789,1766,63
"1395","35 São Paulo",35,2006,3,"2006-03-01",16180,3264,63
"1408","41 Paraná",41,2006,3,"2006-03-01",335,63,63
"1429","42 Santa Catarina",42,2006,3,"2006-03-01",14,1,63
"1446","43 Rio Grande do Sul",43,2006,3,"2006-03-01",11,3,63
"1468","50 Mato Grosso do Sul",50,2006,3,"2006-03-01",2714,573,63
"1489","51 Mato Grosso",51,2006,3,"2006-03-01",1493,406,63
"1512","52 Goiás",52,2006,3,"2006-03-01",4982,1479,63
"1523","53 Distrito Federal",53,2006,3,"2006-03-01",80,7,63
"1555","11 Rondônia",11,2006,4,"2006-04-01",125,27,64
"1561","12 Acre",12,2006,4,"2006-04-01",20,6,64
"1579","13 Amazonas",13,2006,4,"2006-04-01",75,42,64
"1600","14 Roraima",14,2006,4,"2006-04-01",15,8,64
"1627","15 Pará",15,2006,4,"2006-04-01",711,249,64
"1650","16 Amapá",16,2006,4,"2006-04-01",122,40,64
"1660","17 Tocantins",17,2006,4,"2006-04-01",1012,296,64
"1681","21 Maranhão",21,2006,4,"2006-04-01",543,187,64
"1700","22 Piauí",22,2006,4,"2006-04-01",440,103,64
"1716","23 Ceará",23,2006,4,"2006-04-01",2838,929,64
"1731","24 Rio Grande do Norte",24,2006,4,"2006-04-01",694,224,64
"1756","25 Paraíba",25,2006,4,"2006-04-01",439,116,64
"1774","26 Pernambuco",26,2006,4,"2006-04-01",1211,392,64
"1793","27 Alagoas",27,2006,4,"2006-04-01",138,37,64
"1813","28 Sergipe",28,2006,4,"2006-04-01",178,53,64
"1826","29 Bahia",29,2006,4,"2006-04-01",1379,403,64
"1852","31 Minas Gerais",31,2006,4,"2006-04-01",7732,1642,64
"1866","32 Espírito Santo",32,2006,4,"2006-04-01",2398,487,64
"1891","33 Rio de Janeiro",33,2006,4,"2006-04-01",6856,1515,64
"1908","35 São Paulo",35,2006,4,"2006-04-01",25153,5320,64
"1921","41 Paraná",41,2006,4,"2006-04-01",549,129,64
"1942","42 Santa Catarina",42,2006,4,"2006-04-01",10,0,64
"1959","43 Rio Grande do Sul",43,2006,4,"2006-04-01",10,1,64
"1981","50 Mato Grosso do Sul",50,2006,4,"2006-04-01",3686,821,64
"2002","51 Mato Grosso",51,2006,4,"2006-04-01",910,245,64
"2025","52 Goiás",52,2006,4,"2006-04-01",4706,1359,64
"2036","53 Distrito Federal",53,2006,4,"2006-04-01",91,10,64
"2068","11 Rondônia",11,2006,5,"2006-05-01",62,20,65
"2074","12 Acre",12,2006,5,"2006-05-01",9,3,65
"2092","13 Amazonas",13,2006,5,"2006-05-01",62,21,65
"2113","14 Roraima",14,2006,5,"2006-05-01",77,19,65
"2140","15 Pará",15,2006,5,"2006-05-01",577,212,65
"2163","16 Amapá",16,2006,5,"2006-05-01",103,18,65
"2173","17 Tocantins",17,2006,5,"2006-05-01",997,315,65
"2194","21 Maranhão",21,2006,5,"2006-05-01",707,275,65
"2213","22 Piauí",22,2006,5,"2006-05-01",755,193,65
"2229","23 Ceará",23,2006,5,"2006-05-01",5755,2085,65
"2244","24 Rio Grande do Norte",24,2006,5,"2006-05-01",1158,313,65
"2269","25 Paraíba",25,2006,5,"2006-05-01",313,86,65
"2287","26 Pernambuco",26,2006,5,"2006-05-01",1939,571,65
"2306","27 Alagoas",27,2006,5,"2006-05-01",267,64,65
"2326","28 Sergipe",28,2006,5,"2006-05-01",246,57,65
"2339","29 Bahia",29,2006,5,"2006-05-01",1027,257,65
"2365","31 Minas Gerais",31,2006,5,"2006-05-01",4742,1112,65
"2379","32 Espírito Santo",32,2006,5,"2006-05-01",2564,526,65
"2404","33 Rio de Janeiro",33,2006,5,"2006-05-01",3151,785,65
"2421","35 São Paulo",35,2006,5,"2006-05-01",10252,2185,65
"2434","41 Paraná",41,2006,5,"2006-05-01",129,27,65
"2455","42 Santa Catarina",42,2006,5,"2006-05-01",11,0,65
"2472","43 Rio Grande do Sul",43,2006,5,"2006-05-01",13,1,65
"2494","50 Mato Grosso do Sul",50,2006,5,"2006-05-01",1367,273,65
"2515","51 Mato Grosso",51,2006,5,"2006-05-01",605,163,65
"2538","52 Goiás",52,2006,5,"2006-05-01",2630,667,65
"2549","53 Distrito Federal",53,2006,5,"2006-05-01",81,12,65
"2581","11 Rondônia",11,2006,6,"2006-06-01",32,7,66
"2587","12 Acre",12,2006,6,"2006-06-01",10,2,66
"2605","13 Amazonas",13,2006,6,"2006-06-01",38,20,66
"2626","14 Roraima",14,2006,6,"2006-06-01",86,21,66
"2653","15 Pará",15,2006,6,"2006-06-01",307,104,66
"2676","16 Amapá",16,2006,6,"2006-06-01",61,14,66
"2686","17 Tocantins",17,2006,6,"2006-06-01",264,60,66
"2707","21 Maranhão",21,2006,6,"2006-06-01",305,101,66
"2726","22 Piauí",22,2006,6,"2006-06-01",1258,404,66
"2742","23 Ceará",23,2006,6,"2006-06-01",5804,2008,66
"2757","24 Rio Grande do Norte",24,2006,6,"2006-06-01",2011,489,66
"2782","25 Paraíba",25,2006,6,"2006-06-01",319,101,66
"2800","26 Pernambuco",26,2006,6,"2006-06-01",1383,469,66
"2819","27 Alagoas",27,2006,6,"2006-06-01",320,79,66
"2839","28 Sergipe",28,2006,6,"2006-06-01",126,31,66
"2852","29 Bahia",29,2006,6,"2006-06-01",392,98,66
"2878","31 Minas Gerais",31,2006,6,"2006-06-01",899,201,66
"2892","32 Espírito Santo",32,2006,6,"2006-06-01",845,188,66
"2917","33 Rio de Janeiro",33,2006,6,"2006-06-01",977,273,66
"2934","35 São Paulo",35,2006,6,"2006-06-01",1749,423,66
"2947","41 Paraná",41,2006,6,"2006-06-01",31,9,66
"2968","42 Santa Catarina",42,2006,6,"2006-06-01",3,0,66
"2985","43 Rio Grande do Sul",43,2006,6,"2006-06-01",6,1,66
"3007","50 Mato Grosso do Sul",50,2006,6,"2006-06-01",337,80,66
"3028","51 Mato Grosso",51,2006,6,"2006-06-01",226,67,66
"3051","52 Goiás",52,2006,6,"2006-06-01",671,152,66
"3062","53 Distrito Federal",53,2006,6,"2006-06-01",33,2,66
"3094","11 Rondônia",11,2006,7,"2006-07-01",16,3,67
"3100","12 Acre",12,2006,7,"2006-07-01",5,1,67
"3118","13 Amazonas",13,2006,7,"2006-07-01",36,22,67
"3139","14 Roraima",14,2006,7,"2006-07-01",118,26,67
"3166","15 Pará",15,2006,7,"2006-07-01",139,40,67
"3189","16 Amapá",16,2006,7,"2006-07-01",47,14,67
"3199","17 Tocantins",17,2006,7,"2006-07-01",90,17,67
"3220","21 Maranhão",21,2006,7,"2006-07-01",308,113,67
"3239","22 Piauí",22,2006,7,"2006-07-01",535,160,67
"3255","23 Ceará",23,2006,7,"2006-07-01",4405,1519,67
"3270","24 Rio Grande do Norte",24,2006,7,"2006-07-01",1827,553,67
"3295","25 Paraíba",25,2006,7,"2006-07-01",317,93,67
"3313","26 Pernambuco",26,2006,7,"2006-07-01",941,351,67
"3332","27 Alagoas",27,2006,7,"2006-07-01",488,118,67
"3352","28 Sergipe",28,2006,7,"2006-07-01",86,28,67
"3365","29 Bahia",29,2006,7,"2006-07-01",224,66,67
"3391","31 Minas Gerais",31,2006,7,"2006-07-01",186,51,67
"3405","32 Espírito Santo",32,2006,7,"2006-07-01",366,80,67
"3430","33 Rio de Janeiro",33,2006,7,"2006-07-01",393,109,67
"3447","35 São Paulo",35,2006,7,"2006-07-01",513,106,67
"3460","41 Paraná",41,2006,7,"2006-07-01",11,2,67
"3481","42 Santa Catarina",42,2006,7,"2006-07-01",1,0,67
"3498","43 Rio Grande do Sul",43,2006,7,"2006-07-01",0,0,67
"3520","50 Mato Grosso do Sul",50,2006,7,"2006-07-01",99,14,67
"3541","51 Mato Grosso",51,2006,7,"2006-07-01",146,34,67
"3564","52 Goiás",52,2006,7,"2006-07-01",237,64,67
"3575","53 Distrito Federal",53,2006,7,"2006-07-01",12,3,67
"3607","11 Rondônia",11,2006,8,"2006-08-01",15,3,68
"3613","12 Acre",12,2006,8,"2006-08-01",2,1,68
"3631","13 Amazonas",13,2006,8,"2006-08-01",38,19,68
"3652","14 Roraima",14,2006,8,"2006-08-01",132,47,68
"3679","15 Pará",15,2006,8,"2006-08-01",141,42,68
"3702","16 Amapá",16,2006,8,"2006-08-01",57,13,68
"3712","17 Tocantins",17,2006,8,"2006-08-01",46,18,68
"3733","21 Maranhão",21,2006,8,"2006-08-01",392,215,68
"3752","22 Piauí",22,2006,8,"2006-08-01",284,81,68
"3768","23 Ceará",23,2006,8,"2006-08-01",2653,941,68
"3783","24 Rio Grande do Norte",24,2006,8,"2006-08-01",886,302,68
"3808","25 Paraíba",25,2006,8,"2006-08-01",275,93,68
"3826","26 Pernambuco",26,2006,8,"2006-08-01",649,243,68
"3845","27 Alagoas",27,2006,8,"2006-08-01",498,128,68
"3865","28 Sergipe",28,2006,8,"2006-08-01",54,14,68
"3878","29 Bahia",29,2006,8,"2006-08-01",154,48,68
"3904","31 Minas Gerais",31,2006,8,"2006-08-01",71,20,68
"3918","32 Espírito Santo",32,2006,8,"2006-08-01",199,51,68
"3943","33 Rio de Janeiro",33,2006,8,"2006-08-01",267,83,68
"3960","35 São Paulo",35,2006,8,"2006-08-01",280,72,68
"3973","41 Paraná",41,2006,8,"2006-08-01",4,0,68
"3994","42 Santa Catarina",42,2006,8,"2006-08-01",2,0,68
"4011","43 Rio Grande do Sul",43,2006,8,"2006-08-01",1,0,68
"4033","50 Mato Grosso do Sul",50,2006,8,"2006-08-01",44,8,68
"4054","51 Mato Grosso",51,2006,8,"2006-08-01",182,47,68
"4077","52 Goiás",52,2006,8,"2006-08-01",153,36,68
"4088","53 Distrito Federal",53,2006,8,"2006-08-01",8,0,68
"4120","11 Rondônia",11,2006,9,"2006-09-01",13,2,69
"4126","12 Acre",12,2006,9,"2006-09-01",5,3,69
"4144","13 Amazonas",13,2006,9,"2006-09-01",31,17,69
"4165","14 Roraima",14,2006,9,"2006-09-01",107,30,69
"4192","15 Pará",15,2006,9,"2006-09-01",142,46,69
"4215","16 Amapá",16,2006,9,"2006-09-01",59,15,69
"4225","17 Tocantins",17,2006,9,"2006-09-01",140,40,69
