system:index,CD_MUN,LC_Type1,Municipality_Area,.geo
4311130,4311130,1997455.46875,8.54164685825512E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4311155,4311155,2496502.859375,1.2406245826257792E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
4311205,4311205,9433011.580392158,1.932011477792915E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
4311239,4311239,0.0,1.094158145326863E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4311254,4311254,998714.625,3.879507202425619E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4311270,4311270,1497879.84375,1.3879784401872396E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4311304,4311304,1.59762016875E7,1.2620979818576777E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
4311403,4311403,3.0696231336090688E7,9.134330181399292E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
4311429,4311429,0.0,6.805499382269979E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
4311502,4311502,3496628.203125,2.6034981024240365E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
4311601,4311601,998397.796875,2.46024147891324E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4311627,4311627,3127585.9200980393,3.339254642088188E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
4311643,4311643,0.0,6.358121827390073E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
4311734,4311734,543416.0248161765,1.5685448586684537E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4311759,4311759,3745456.0625,1.3924276131586292E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
4311775,4311775,2618422.162683823,6.140659757985537E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4311791,4311791,749085.53125,8.216354917931782E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
4311809,4311809,1.6975538828125E7,6.507053317985091E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4311981,4311981,1997884.984375,3.3881132914173263E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4312054,4312054,1997472.09375,1.2587532733011629E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4312104,4312104,2247262.421875,3.16507221675024E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4312153,4312153,2746632.046875,4.685599438985176E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
4312179,4312179,499262.28125,1.1482276910960111E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4312252,4312252,6247014.343504902,4.2481094831373763E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4312302,4312302,1233288.9237132352,1.3144969299964038E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4312351,4312351,1497902.390625,8.234568696279216E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
4312377,4312377,0.0,5.502211355414757E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4312385,4312385,0.0,6.981503105839871E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
4312401,4312401,1.531213136280637E7,4.253501330611073E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4312427,4312427,0.0,1.463947579357251E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4312443,4312443,0.0,1.6643509286571497E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4312450,4312450,1498797.890625,2.448390298038068E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4312476,4312476,2899396.427757353,8.952125152113214E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
4312500,4312500,3496842.578125,1.9793341231699967E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
4312609,4312609,3125350.754044118,1.1139058099517782E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4312617,4312617,0.0,1.1954514899801238E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
4312625,4312625,2246712.4375,1.1129644391607824E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4312674,4312674,748934.953125,1.5521587538872784E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4312757,4312757,1497909.4375,1.4906768926230967E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4312807,4312807,4244064.453125,7.561897919502892E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
4312906,4312906,6491018.328125,2.1190547152313456E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4312955,4312955,0.0,9.387513435147826E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
4313003,4313003,998713.75,1.0312621793074045E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4313011,4313011,499199.0,9.77362272268037E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
4313037,4313037,2996256.515625,1.9123964744861525E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4313060,4313060,8880413.401286764,6.23948900823382E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
4313086,4313086,1248345.125,1.0277849253957339E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4313102,4313102,5206298.443872549,3.1500571617352206E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4313201,4313201,1.39824258125E7,2.9052715348941815E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4313300,4313300,1.423042728125E7,2.6029916638845164E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4313334,4313334,499246.75,2.5565164470993826E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4313359,4313359,1747668.96875,1.4935860258314106E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4313375,4313375,7245539.157659314,2.1840758747876427E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4313391,4313391,749112.875,1.9322442332529622E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4313409,4313409,5.751276430220589E7,2.2280003984858996E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4313425,4313425,3993544.25,2.1918841634061432E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4313441,4313441,998389.625,7.55500359328217E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
4313466,4313466,0.0,7.997632249870126E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
4313490,4313490,1248070.84375,1.2353405747925565E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4313508,4313508,2.1080611576531865E7,6.643236167641778E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4313656,4313656,1.699366872855392E7,9.502061149540222E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4313706,4313706,1.547605875E7,1.423288529050202E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
4313805,4313805,1747113.4375,1.4442041852889594E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4313904,4313904,1.947135496875E7,4.922888103030122E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4313953,4313953,9699266.101286765,8.421319919344085E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4314001,4314001,9010825.378492646,1.2191632435182795E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4314027,4314027,2497040.34375,3.379349885319742E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4314035,4314035,3770943.000367647,5.7442529584680095E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
4314050,4314050,1.8221188890563726E7,1.0883698942187078E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4314068,4314068,0.0,3.052112126604032E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4314076,4314076,2497050.5,2.6544549848876804E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4314159,4314159,3838445.3258578433,1.7207390679849035E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4314175,4314175,499614.171875,1.3750167294234457E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
4314209,4314209,6350175.004963235,6.041963105738218E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4314308,4314308,2995667.65625,4.147016169186788E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4314407,4314407,9.19446337789216E7,1.611000820185912E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
4314423,4314423,1997521.3125,8.438729551138906E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
4314456,4314456,998380.8125,6.833298576657167E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
4314472,4314472,998737.5,4.7871849302028346E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4314498,4314498,748742.171875,1.055625493806001E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4314506,4314506,4995962.578125,2.250113319387247E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
4314548,4314548,1248363.203125,1.0495817019531989E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4314555,4314555,0.0,2.9416794047162926E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4314605,4314605,3483390.1886029406,3.5407511335032363E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
4314704,4314704,6239665.484375,2.2893118927419478E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4314753,4314753,998760.65625,6.765412395817173E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
4314803,4314803,1.5658777435600491E7,1.594876259943285E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4314902,4314902,2.1463144457230395E8,4.9594145585140514E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4315008,4315008,1747281.265625,2.5126476864157873E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4315057,4315057,249598.3125,1.0598031988924174E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4315073,4315073,0.0,1.1446370345532644E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4315107,4315107,2745755.359375,2.819307580778786E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4315131,4315131,0.0,1.0549483735355896E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4315149,4315149,1248466.171875,4.968904484535672E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
4315156,4315156,1498076.65625,2.563678359302882E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4315172,4315172,0.0,1.7221059356570607E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4315206,4315206,3495347.5,2.0538907331398195E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4315305,4315305,9546812.866176471,3.1433630428580503E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
4315321,4315321,1997481.9375,5.440498166773231E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4315354,4315354,2995856.5625,2.2337761515466696E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4315404,4315404,3008931.181617647,3.0419332530512017E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4315453,4315453,1997386.3125,1.2351529321586743E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4315503,4315503,6755841.481188726,9.697480147303588E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4315552,4315552,0.0,2.362491660564744E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4315602,4315602,4.9247021318811275E7,2.7112087142118106E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
4315701,4315701,1.5031951584742647E7,2.053422868284295E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
4315750,4315750,1747897.609375,2.398512385916358E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4315800,4315800,4976982.430759804,2.08374970226496E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4315909,4315909,1747151.640625,8.341194663391832E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
4315958,4315958,1497812.53125,2.9576238369950664E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4316006,4316006,1.1735893984375E7,2.964484919543887E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4316204,4316204,3244934.28125,2.5284551645892444E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4316303,4316303,1819816.5753063725,3.496029483320743E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4316402,4316402,1.2486529703125E7,4.348280370411452E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
4316428,4316428,0.0,7.80133866507876E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
4316436,4316436,3632004.0778186275,2.2187495028987336E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4316451,4316451,8488858.96875,5.0836588344072515E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4316477,4316477,1747373.796875,9.445495802263664E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
4316501,4316501,3731634.0206495095,9.916830166332878E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
4316709,4316709,6989823.75,9.772203317760692E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4316758,4316758,2746600.0625,8.654971134819724E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
4316808,4316808,5.324963566813725E7,7.347758562503788E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4316907,4316907,9.0142641953125E7,1.7822845622419696E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
4316956,4316956,749078.0625,1.406092213416473E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4316972,4316972,0.0,9.563074127440132E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4317004,4317004,2997146.90625,1.4219850328301659E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
4317103,4317103,2.848272960447304E7,6.9532097079443655E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
4317202,4317202,2.4961212671875E7,4.901412561793501E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4317251,4317251,1293406.792034314,7.415298833571213E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
4317301,4317301,9574784.852941176,5.198107178747498E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
4317400,4317400,2.222119975E7,2.417345745206136E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
4317509,4317509,3.219578340569853E7,6.803447570265869E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4317558,4317558,1497857.78125,1.2627515885414188E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4317608,4317608,1.3484290859375E7,1.0507797067073785E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
4317806,4317806,5241836.578125,4.6849804723175126E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4317905,4317905,6489849.28125,3.6777848134408087E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4318051,4318051,5717372.834252451,7.878232021323901E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
4318101,4318101,8489649.4375,2.510091439987333E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
4318200,4318200,1.0486865234375E7,3.3221423309819236E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
4318309,4318309,1.6981968109375E7,5.058860801491045E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
4318408,4318408,9266916.579289215,9.366031985021541E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4318432,4318432,749097.03125,7.841465809389824E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
4318440,4318440,2995716.0,1.258001967367759E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4318457,4318457,1497646.53125,9.827806349651083E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
4318465,4318465,2247029.34375,1.032306833933195E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4318481,4318481,1498160.90625,6.3786095210991874E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
4318499,4318499,1747237.71875,7.785496288363574E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
4318507,4318507,485931.73223039217,1.0726458899573725E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
4318614,4318614,0.0,5.527608508880813E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
4318622,4318622,2496551.34375,1.175551678551108E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
4318705,4318705,5.5192725708823524E7,1.0313002255450258E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4318804,4318804,1.108078365625E7,2.0379117669678044E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
4318903,4318903,1.6975419578125E7,1.2973959949048557E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
4319000,4319000,1.5978652234375E7,2.5651994667744073E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4319109,4319109,3494462.8125,1.7151570116074902E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4319125,4319125,1498164.28125,6.703761876172296E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4319158,4319158,4493617.703125,1.2301640865287597E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
4319208,4319208,7988075.09375,4.8631097168849504E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4319307,4319307,1747338.03125,2.2428768590761137E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4319356,4319356,1008546.805882353,3.510593428543641E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
4319364,4319364,0.0,8.002026259109522E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
4319372,4319372,1747374.671875,1.0772094427264978E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4319406,4319406,5992770.859375,8.74450449061742E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4319505,4319505,1.2205775753492646E7,1.1443389638127315E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4319604,4319604,1.57327136875E7,2.2071924559030266E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
4319711,4319711,499343.2215073529,9.201983142175274E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
4319737,4319737,1497649.59375,1.0756927771945463E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4319752,4319752,1747801.640625,3.2145638314409018E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
4319802,4319802,2821146.501593137,1.1762195062054188E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
4319901,4319901,2.3631356681801464E7,1.3663755522534233E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4320008,4320008,2.303295267475489E7,5.831499332159647E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
4320107,4320107,9984643.984375,3.522604509757324E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4320206,4320206,3244719.625,3.013141108029976E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4320230,4320230,1747205.921875,1.1950224903372878E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4320263,4320263,0.0,2.4653433175348017E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4320305,4320305,3522505.5807598038,1.7671655841675124E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4320321,4320321,998480.4375,1.4729269192310116E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4320354,4320354,2502383.27444853,2.82413717769357E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4320404,4320404,5742035.15625,1.6354007331402832E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4320453,4320453,749060.96875,9.825332885342935E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
4320552,4320552,0.0,2.5227419795942232E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4320578,4320578,1747374.015625,1.2943074450436153E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4320651,4320651,1747898.96875,1.1943032390071073E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4320677,4320677,1747861.015625,5.1087144972120714E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4320701,4320701,7740339.203125,1.2853936264711733E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4320800,4320800,1.5478847015625E7,1.2167105898886132E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
4320859,4320859,0.0,9.486719924551387E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
4321006,4321006,5868237.40514706,1.8018695477970615E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4321105,4321105,1.3164363407843137E7,8.062569530951226E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4321204,4321204,1.680825138541667E7,4.538702302840097E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4321303,4321303,1.0406429560539216E7,3.5038184778081495E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4321329,4321329,1247949.03125,7.704426693378519E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
4321352,4321352,1498702.59375,6.106351257489104E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4321402,4321402,6489301.921875,3.380514631646322E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4321436,4321436,7556513.773651959,1.4244839231326085E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4321451,4321451,1.6885047171936277E7,1.7801506014236492E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4321469,4321469,1747528.34375,1.1410508365616554E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4321477,4321477,2002589.4580882352,2.37044419118205E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4321493,4321493,0.0,1.9856206263653412E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4321501,4321501,1.5173047625857843E7,1.6182868812746978E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4321600,4321600,3.0705630886274513E7,1.4303850277485052E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4321626,4321626,749050.421875,8.07834935426072E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
4321667,4321667,4744121.578125,2.5179611938481528E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4321709,4321709,1.1360535098713236E7,1.6549024748384497E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4321808,4321808,9984318.578125,4.2212687671146226E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4321832,4321832,21542.168198529413,2.1765707009734812E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4321857,4321857,1747197.765625,1.8088792850201318E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4321907,4321907,1.397715925E7,2.6934065046158504E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4321956,4321956,1996765.21875,2.688535857293325E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4322004,4322004,1.819276033394608E7,8.185757071244392E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4322103,4322103,3739138.8774509802,1.8148686087799093E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4322152,4322152,998692.03125,2.1758895082804793E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4322202,4322202,9986867.703125,2.2562256792592034E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
4322251,4322251,1248462.78125,5.951982591532334E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
4322301,4322301,7242477.851164216,3.0819580454124284E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4322327,4322327,0.0,2.5384483665981963E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4322343,4322343,748862.59375,1.2606584284424296E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4322350,4322350,0.0,1.3133389234813243E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4322376,4322376,749010.140625,6.031796351974145E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4322509,4322509,2.995717528125E7,2.1275147836197248E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
4322525,4322525,998828.15625,3.3011141031842446E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4322533,4322533,1498187.046875,3.2867009311422527E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4322541,4322541,980145.2384191176,4.5140937117388606E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
4322558,4322558,2246777.15625,6.499721607919405E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
4322608,4322608,1.8727402078125E7,7.735289847896671E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4322707,4322707,9421174.103860294,3.099896792081977E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4322806,4322806,8987917.8125,2.8985105297884893E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4322855,4322855,0.0,1.1377137106829314E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4323002,4323002,4.978185020471814E7,1.4981440723371933E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
4323101,4323101,2495788.015625,1.9335131432439762E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4323200,4323200,2211570.313602941,2.3846943589769688E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4323309,4323309,2995929.765625,1.0779765449179445E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4323408,4323408,3744670.171875,1.8131919689434E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4323457,4323457,3995762.40625,5.08815313511546E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4323507,4323507,0.0,7.775900805729043E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
4323606,4323606,227141.30404411763,1.1949186564437419E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4323705,4323705,748753.078125,9.017243887507966E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
4323754,4323754,0.0,2.586870972985454E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4323770,4323770,1498130.734375,6.3745463751987375E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
4323804,4323804,2.260884828370098E7,6.087059275947458E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
4300034,4300034,1961248.125367647,1.552554870129266E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
4300109,4300109,1.156452168995098E7,5.3527269623125035E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4300208,4300208,3494825.90625,3.23153711375517E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4300307,4300307,998408.59375,3.168998120341106E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4300406,4300406,2.896600196875E7,7.809620578293443E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
4300455,4300455,2496103.84375,1.7306359290269932E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4300471,4300471,1747369.203125,2.654412264167462E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4300505,4300505,2216866.2803308824,3.265257542144312E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4300554,4300554,971212.262990196,1.1549339276501071E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4300570,4300570,0.0,7.894445826812185E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
4300604,4300604,3.422607841366423E7,7.1781357036013E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
4300638,4300638,2997148.5,5.0647114604281646E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4300646,4300646,3743818.296875,9.38595760151792E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
4300661,4300661,0.0,3.3169432433062655E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4300703,4300703,3245664.765625,2.4258373880344748E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4300802,4300802,8305370.775,3.4860279698707753E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4300851,4300851,6243185.76495098,5.1868457045792264E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4300877,4300877,703071.9232843138,3.543303713970439E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
4301008,4301008,1.3626069009987744E7,1.572850688910694E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4301057,4301057,1.2192907379166666E7,1.1930592476794372E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4301073,4301073,0.0,1.2479651299655393E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4301107,4301107,5993335.03125,4.262538597675471E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4301206,4301206,2996213.84375,3.155355932190768E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
4301305,4301305,5746169.53125,2.5102435705436788E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
