"","CD_MUN","Forest_Cover_Percent_2001","Forest_Cover_Percent_2002","Forest_Cover_Percent_2003","Forest_Cover_Percent_2004","Forest_Cover_Percent_2005","Forest_Cover_Percent_2006","Forest_Cover_Percent_2007","Forest_Cover_Percent_2008","Forest_Cover_Percent_2009","Forest_Cover_Percent_2010","Forest_Cover_Percent_2011","Forest_Cover_Percent_2012","Forest_Cover_Percent_2013","Forest_Cover_Percent_2014","Forest_Cover_Percent_2015","Forest_Cover_Percent_2016","Forest_Cover_Percent_2017","Forest_Cover_Percent_2018","Forest_Cover_Percent_2019","Forest_Cover_Percent_2020"
"1886",2504900,99.7078455788078,97.4269017559432,97.0278484109683,96.658112961863,96.0737961416987,95.7756119021491,94.7682641568138,93.0448110085992,92.488123902462,91.0050369034615,90.2952752413178,89.1975204574821,88.9784036634863,88.8238147523075,88.8153224259659,88.735481927686,88.5163552332454,88.4772860948116,88.4229328456233,88.3176235777111
"1887",2505006,91.9113869087817,91.8345199562845,88.9997546233949,88.5897755951829,87.3598520470756,86.4475368553548,80.1884430717585,78.7535318437638,75.2271568975335,69.1459908184242,68.8501463533753,68.3322813820214,67.2395593514537,66.7527108007683,66.7334925852932,66.7270869843001,66.6566212041568,66.5092875360187,66.4644451711015,NA
"1888",2505105,98.849012673685,97.9120541673517,97.5639987313837,97.1171525766897,96.5505052231146,95.4477532964048,94.9269775685748,92.574228121208,92.0613166223513,91.4154023865205,90.8887354865422,88.5737726678429,88.4249645658602,88.2099032313216,88.1847119131262,88.1539207627186,88.0792766587869,88.0385353105738,87.9979474980473,87.9606276055369
"1889",2505204,99.0735590756147,96.9967263150378,96.9645476722827,95.2009402215694,92.5207857328382,91.4493394103573,90.6222887675429,88.7467217243159,87.8538044094882,86.3983596717544,85.0937739543162,83.4759048804517,83.1339914994384,82.7828358077231,82.4229276937944,82.1966344686576,82.0487825474897,81.4203885371436,81.1118597234441,81.0240708251368
"1890",2505238,96.2858862832741,92.5914197369107,91.5584330324661,90.4827664455767,82.0601265458493,80.0368445259322,77.2137700084037,73.2166138947781,72.3262725272328,64.2791302960316,63.9902331296163,58.5951289386179,58.1120565111554,57.6100428838699,57.5058554571223,57.2548488076026,57.193279534807,56.0424087005047,55.7866639488082,55.7467710831815
"1891",2505279,97.5107079300535,92.0917041770371,90.695763470052,89.4762826972848,82.4865140887198,81.6980718558103,79.0419990072554,77.4496679724889,76.7085599641025,71.671687643089,71.4870344617765,67.9784017065757,67.4022435811397,66.5707227179527,66.412917743704,65.93951120173,65.0163616648916,63.485696068049,62.7998756938985,62.302003043779
"1892",2505303,99.7360129837397,99.5725632195377,99.4711151199962,99.140621719178,98.9607338324564,96.9591093802671,96.5836539114388,96.4173522319357,95.9461331761312,92.6495168057559,92.4989136073927,91.8943930286805,91.0738613168925,89.7946457558909,88.4947259097672,87.5907388044244,87.0935413947663,86.6091296988197,86.5191819997554,86.2003877492037
"1893",2505352,94.0049206848221,93.7855985084835,93.0553205042632,92.6583967048149,91.9017578745525,88.1809940993383,87.5948039637641,86.9177843396253,86.5795413403423,85.5827596781423,84.3678172529377,83.6749919371384,83.5339425528606,82.9446638749167,82.9289899413197,NA,NA,NA,NA,NA
"1894",2505402,99.8794157164619,99.8092553724404,99.2918185763792,99.2067860358871,99.1322386881384,98.961232622518,98.4306385614348,97.7110907670011,97.4081247754884,97.3604911638022,97.121501239336,95.7524739390255,92.9919867185016,91.5445015966574,91.188958722392,91.1560712373178,90.7752158013693,89.8212965456076,89.1834075750824,88.5153931539325
"1895",2505501,96.3544661586092,96.343960267429,96.2494078996243,95.9569279089517,95.8201874298864,95.6626022201136,95.6310860688498,94.9482254007415,94.9377200793319,94.6960910598075,94.338892352728,93.9396734865527,93.3916325296286,93.1815125850919,92.91888278144,92.624716189131,92.572188893881,NA,NA,NA
"1896",2505600,99.8575496487888,99.7524141581099,99.7351752576507,99.5972720086247,99.2932028589339,98.86297970484,98.4638171443848,98.4527831217297,98.1604417006705,97.2645537035847,97.2059994554338,96.8465328296817,96.1559207245424,94.5531567396774,93.8891928295557,93.4212682271428,93.2213266550354,92.72074845585,92.4876929808575,91.1449821277221
